phase,epoch,train_loss,train_acc,val_loss,val_acc
1,1,3.8539562087097305,0.42852809991079394,3.7179554828050705,0.32499084360883895
1,2,2.258621515730042,0.5013202497769849,2.8181272459443476,0.36405811256256865
2,1,0.8941559947664243,0.6882247992863515,1.7286867737668206,0.4678915883286534
2,2,0.42899880745919233,0.8351828724353256,1.7915781533204365,0.4976803809058723
2,3,0.2992140616411401,0.8861552185548617,1.933629488947918,0.5109876693932365
2,4,0.2139813401728842,0.9175200713648528,2.0671579503609925,0.5664143572213405
2,5,0.1644533732772724,0.9376271186440678,2.1226666682469055,0.5917470394335246
2,6,0.13103511979712054,0.9502943800178412,2.2123148183723447,0.5612257355634233
2,7,0.10659451292187182,0.9599464763603925,2.5159118283240294,0.5765474301062141
2,8,0.08751161604742523,0.9680820695807315,2.54670736702172,0.5564033695519472
