phase,epoch,train_loss,train_acc,val_loss,val_acc
1,1,0.8696664146202999,0.6469937555753791,1.3483185886885567,0.46703699182029057
1,2,0.7796881275598117,0.6891703835860838,1.4530716150500604,0.43920156269075816
2,1,0.5245744924743084,0.8009277430865299,1.7012946195195495,0.5081797094371872
2,2,0.2792719860006719,0.8967707404103479,2.1616022023230794,0.468074716151874
2,3,0.18689410642507245,0.9306155218554861,1.8835329116072983,0.5681845928458064
2,4,0.13979075678159797,0.9504014272970562,2.778803873496021,0.5446221462580881
2,5,0.09653391170014697,0.9669223907225691,2.4010638218450833,0.5847271395434013
2,6,0.06766544504004948,0.9787332738626227,2.974608505753469,0.5942497863508729
2,7,0.041931604298529,0.9862801070472792,3.2945785468521316,0.588572823831034
2,8,0.027063643851039706,0.9921677074041034,3.411382126591544,0.6044439018434867
2,9,0.016737983807862934,0.9949152542372881,3.4797690501557184,0.616286167745086
2,10,0.01480777661167837,0.9961462979482605,3.6370973787533987,0.60542058356733
