phase,epoch,train_loss,train_acc,val_loss,val_acc
1,1,0.9380170536339018,0.6178412132024977,1.5876352292337839,0.3776095714808937
1,2,0.8504947360002175,0.6590365744870651,1.5565278153325768,0.39537297033329266
2,1,0.5986735562845918,0.7704549509366637,1.6517002237118175,0.517763398852399
2,2,0.3635019816297383,0.863443354148082,1.8051932313593297,0.5044561103650348
2,3,0.2767025417897661,0.8974130240856378,2.068685829588497,0.546392381882554
2,4,0.2171920943483511,0.9210169491525424,2.154709860593346,0.5202661457697473
2,5,0.16847051114455383,0.940107047279215,1.9181553834591967,0.6060920522524722
2,6,0.13013334724264525,0.9549866190900981,2.1683159507861665,0.6024905383958002
2,7,0.09277427930102404,0.9678144513826941,2.9760068251125498,0.5853986082285435
2,8,0.06736288082607621,0.9775022301516503,3.7003067549226376,0.5863142473446465
