phase,epoch,train_loss,train_acc,val_loss,val_acc
1,1,0.857611484154365,0.6487557542748994,1.4842655675468355,0.4061889068871139
1,2,0.8068512402273463,0.6696240402654611,1.4332906688444242,0.4111322124783556
2,1,0.3824256725681932,0.8521781531773515,1.7583730376460749,0.5468357258560018
2,2,0.19829075855567282,0.9268081026802317,2.1277212419683877,0.5606043679830196
2,3,0.14639859744649858,0.9480565633858691,2.229568853581386,0.5552979947494834
2,4,0.11485174902934325,0.9603874476226684,1.8999541737029138,0.6095347148522594
2,5,0.08692840791818329,0.9712554856731985,2.3567284338108694,0.576942411886276
2,6,0.06527150445705289,0.9796523880757374,2.4851169636822745,0.6233312852594537
2,7,0.04501800794905105,0.9867476053125284,2.918129074157333,0.5991733229067754
2,8,0.031250921855370636,0.9913592898997495,3.245025237386088,0.5936714517120035
2,9,0.019959066863375285,0.9946031719794706,3.562719081940397,0.5928056750265319
