phase,epoch,train_loss,train_acc,val_loss,val_acc
1,1,1.0299745437006234,0.5739109234113242,1.3547728157426993,0.41308719209071104
1,2,0.9664489242769798,0.6019694703174459,1.3691071825693861,0.4277495391833771
2,1,0.7108681803198029,0.7119391389869171,1.5789596444073968,0.47693124057420544
2,2,0.4879537628889251,0.8025818821954264,1.7182255539299638,0.47070323409484444
2,3,0.387395953727054,0.8436655454267461,1.837789911288621,0.4819862592861532
2,4,0.3252617030752331,0.867819036835624,1.6497128765844569,0.5257498743227392
2,5,0.28298248080089755,0.8857864244568047,1.770886827649161,0.5234318270680891
2,6,0.25206247859094577,0.897989206343959,1.8016028428459694,0.5324805898452774
2,7,0.2296642685422338,0.9068571948064829,1.7561952270372236,0.5397140144109925
2,8,0.21517754130817476,0.9131672686099656,1.7655532878964502,0.5467798692956488
2,9,0.20851220120118402,0.9154483169004191,1.880796786546058,0.5240183209517958
2,10,0.20318522661766972,0.9175888658396489,1.7455224451869942,0.5480924984639446
