phase,epoch,train_loss,train_acc,val_loss,val_acc
1,1,0.8267416033433815,0.6714546641652273,1.6813372673718268,0.392140981958331
1,2,0.764725079807631,0.6968354587303818,1.3658744960845213,0.47785287382003017
2,1,0.43577533073491975,0.830752002115755,1.5985907161535575,0.5893704965648215
2,2,0.24370115981343016,0.9084440110085374,1.7734781349543771,0.5734234485840362
2,3,0.1805303649212238,0.9336223212145756,1.6985378203938954,0.5873038038317601
2,4,0.14281376611413402,0.9503128176731654,1.8366849140151809,0.591213763056471
2,5,0.11073482199628985,0.9637387703827368,2.1449619227984003,0.618387979668212
2,6,0.0818624588886418,0.9742596923890675,3.3411393170726167,0.5776406188906887
2,7,0.0594431292955843,0.9828880054877394,3.402578431738814,0.5846226889348154
2,8,0.040794737995508853,0.9889460069257916,3.746048901377687,0.6089482209685527
