processed_path,new_action
"processed_data\val\A1\A1.03.Ope-Hou_54_patch_0_3.jpg",KEEP
"processed_data\test\B1\B1.19.Apar-Bui_19_patch_1_4.jpg",KEEP
"processed_data\train\B1\B1.20.PSA-Bui_05_patch_3_3.jpg",KEEP
"processed_data\test\B1\B1.13.VOH-Rad_198_patch_2_4.jpg",KEEP
"processed_data\test\A1\A1.40.Veg-Oil_15_patch_0_4.jpg",KEEP
"processed_data\train\B2\B2.12.SW-Mus_15_patch_3_3.jpg",KEEP
"processed_data\train\A1\A1.27.Tu-Du_30_patch_3_5.jpg",KEEP
"processed_data\train\B1\B1.29.VNPT-Bui_155_patch_1_4.jpg",KEEP
"processed_data\train\A1\A1.43.Sta-Tre_37_patch_2_2.jpg",KEEP
"processed_data\train\B1\B1.22.SA-Offi_76_patch_0_1.jpg",KEEP
"processed_data\train\A1\A1.26.Tan-Din_111_patch_1_0.jpg",KEEP
"processed_data\train\A1\A1.36.St-Paul_74_patch_0_4.jpg",KEEP
"processed_data/train/B1/B1.12.SEA-Bui_13_patch_1_3.jpg",KEEP
"processed_data\train\B2\DSC03376_patch_2_2.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_62_patch_2_5.jpg",KEEP
"processed_data\val\B1\B1.05.Uni-Med_63_patch_3_5.jpg",KEEP
"processed_data\val\A1\A1.03.Ope-Hou_47_patch_0_3.jpg",KEEP
"processed_data\train\B1\DSC04666_patch_1_0.jpg",KEEP
"processed_data\train\A1\A1.43.Sta-Tre_10_patch_3_0.jpg",KEEP
"processed_data/train/A2/A2.14.LBM-Tow_01_patch_1_3.jpg",KEEP
"processed_data\val\B1\B1.05.Uni-Med_132_patch_2_1.jpg",KEEP
"processed_data\test\B2\DSC01905_patch_1_2.jpg",KEEP
"processed_data/train/B2/B2.10.War-Mus_51_patch_2_1.jpg",KEEP
"processed_data\train\B2\DSC03157_patch_2_2.jpg",KEEP
"processed_data\val\B1\B1.15.TB-Mar_46_patch_1_2.jpg",KEEP
"processed_data\train\A1\A1.27.Tu-Du_43_patch_1_2.jpg",KEEP
"processed_data\val\A1\A1.11.LQD-Sch_47_patch_1_1.jpg",KEEP
"processed_data\train\A1\A1.43.Sta-Tre_43_patch_2_2.jpg",KEEP
"processed_data/test/A1/A1.44.Nor-Pal_93_patch_0_0.jpg",KEEP
"processed_data\train\B1\B1.29.VNPT-Bui_02_patch_2_1.jpg",KEEP
"processed_data\train\A1\A1.25.Gra-Sai_80_patch_3_0.jpg",KEEP
"processed_data\train\B2\DSC03213_patch_3_5.jpg",KEEP
"processed_data\val\A1\A1.37.Uni-SSH_07_patch_2_5.jpg",KEEP
"processed_data\train\A1\A1.06.TDN-Sch_54_patch_1_0.jpg",KEEP
"processed_data\val\A1\A1.03.Ope-Hou_39_patch_3_3.jpg",KEEP
"processed_data/train/B1/B1.04.UAH-Uni_318_patch_0_3.jpg",KEEP
"processed_data/train/B1/B1.04.UAH-Uni_350_patch_0_2.jpg",KEEP
"processed_data\train\A1\A1.02.Peo-Cou_39_patch_0_5.jpg",KEEP
"processed_data\train\A1\A1.25.Gra-Sai_58_patch_3_1.jpg",KEEP
"processed_data\val\B2\DSC07124_patch_3_3.jpg",KEEP
"processed_data\train\A1\A1.09.Eye-Hos_71_patch_2_5.jpg",KEEP
"processed_data\test\B2\DSC07540_patch_2_2.jpg",KEEP
"processed_data\train\A1\A1.12.Chi-Hou_39_patch_3_3.jpg",KEEP
"processed_data/test/A1/A1.15.VTT-Sch_11_patch_2_1.jpg",KEEP
"processed_data/train/B1/B1.06.Geo-Mus_138_patch_0_5.jpg",KEEP
"processed_data/train/A2/A2.23.VCB-TSN_21_patch_0_0.jpg",KEEP
"processed_data\test\B1\B1.19.Apar-Bui_47_patch_0_4.jpg",KEEP
"processed_data\train\B1\DSC00152_patch_2_1.jpg",KEEP
"processed_data/train/A1/DSC02086_patch_3_2.jpg",KEEP
"processed_data\train\A1\A1.07.Hot-Con_29_patch_2_0.jpg",KEEP
"processed_data/train/A1/DSC02505_patch_0_1.jpg",KEEP
"processed_data\train\B2\DSC03287_patch_3_0.jpg",KEEP
"processed_data\val\A1\A1.03.Ope-Hou_78_patch_0_1.jpg",KEEP
"processed_data\train\B1\DSC04794_patch_3_3.jpg",KEEP
"processed_data\test\A1\A1.40.Veg-Oil_47_patch_3_1.jpg",KEEP
"processed_data\val\A1\A1.23.Tru-Vuo_74_patch_0_3.jpg",KEEP
"processed_data\train\A1\A1.14.Chi-Hos2_136_patch_3_0.jpg",KEEP
"processed_data\val\B1\B1.05.Uni-Med_105_patch_0_3.jpg",KEEP
"processed_data\val\A1\A1.03.Ope-Hou_88_patch_2_5.jpg",KEEP
"processed_data\test\B1\B1.13.VOH-Rad_110_patch_1_3.jpg",KEEP
