processed_path,new_action
"processed_data\test\B2\B2.01.Sai-Cen_75_patch_2_1.jpg",FILTER
"processed_data/train/A1/DSC02506_patch_3_3.jpg",FILTER
"processed_data\train\A1\A1.42.BIDV-Bui_37_patch_1_1.jpg",FILTER
"processed_data\train\B1\B1.29.VNPT-Bui_58_patch_3_3.jpg",FILTER
"processed_data/train/A2/A2.01.Uni-Squa_115_patch_1_0.jpg",FILTER
"processed_data\train\A1\A1.13.Pas-Ins_16_patch_3_2.jpg",FILTER
"processed_data/train/B1/B1.08.HB-Scho_22_patch_3_2.jpg",FILTER
"processed_data/train/B2/B2.11.Mil-Zon7_16_patch_2_4.jpg",FILTER
"processed_data/train/A2/A2.15.New-Wor_43_patch_3_0.jpg",FILTER
"processed_data/train/A2/A2.15.New-Wor_12_patch_3_2.jpg",FILTER
"processed_data\train\B1\B1.22.SA-Offi_125_patch_3_0.jpg",FILTER
"processed_data\train\A2\A2.09.Sai-Tra_33_patch_2_0.jpg",FILTER
"processed_data\train\B1\DSC04625_patch_1_0.jpg",FILTER
"processed_data\test\B1\B1.19.Apar-Bui_47_patch_3_0.jpg",FILTER
"processed_data\train\A1\A1.09.Eye-Hos_39_patch_0_3.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_07_patch_3_3.jpg",FILTER
"processed_data\test\B2\DSC07442_patch_3_0.jpg",FILTER
"processed_data\train\A1\A1.14.Chi-Hos2_109_patch_3_5.jpg",FILTER
"processed_data\train\A1\A1.12.Chi-Hou_139_patch_3_4.jpg",FILTER
"processed_data\train\B1\B1.22.SA-Offi_09_patch_1_1.jpg",FILTER
"processed_data\val\B1\B1.15.TB-Mar_73_patch_3_0.jpg",FILTER
"processed_data\val\A1\A1.24.Indo-Ban_278_patch_1_1.jpg",FILTER
"processed_data\test\B1\B1.19.Apar-Bui_91_patch_0_3.jpg",FILTER
"processed_data\train\B1\DSC04880_patch_3_3.jpg",FILTER
"processed_data/train/B2/B2.09.Tha-Da_08_patch_3_1.jpg",FILTER
"processed_data\val\A1\A1.03.Ope-Hou_148_patch_1_5.jpg",FILTER
"processed_data/train/A2/A2.01.Uni-Squa_139_patch_0_0.jpg",FILTER
"processed_data\train\B1\B1.20.PSA-Bui_36_patch_1_3.jpg",FILTER
"processed_data\val\B1\B1.03.Gen-Lib_184_patch_2_0.jpg",FILTER
"processed_data\val\B1\B1.15.TB-Mar_21_patch_3_2.jpg",FILTER
"processed_data\train\B1\B1.29.VNPT-Bui_45_patch_3_0.jpg",FILTER
"processed_data/train/A2/A2.23.VCB-TSN_14_patch_3_0.jpg",FILTER
"processed_data\train\B1\B1.07.Tho-Nha_159_patch_3_1.jpg",FILTER
"processed_data/train/B1/B1.26.MEK-CPF_66_patch_2_4.jpg",FILTER
"processed_data\train\B1\B1.20.PSA-Bui_08_patch_3_0.jpg",FILTER
"processed_data\train\B2\DSC03508_patch_0_5.jpg",FILTER
"processed_data\train\B1\B1.24.Rex-Hot_28_patch_0_0.jpg",FILTER
"processed_data/train/B1/B1.02.TDN-Sch_14_patch_1_4.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_221_patch_2_2.jpg",FILTER
"processed_data\train\A1\A1.13.Pas-Ins_126_patch_0_3.jpg",FILTER
"processed_data\train\B1\B1.22.SA-Offi_71_patch_2_0.jpg",FILTER
"processed_data\val\A1\A1.24.Indo-Ban_362_patch_3_0.jpg",FILTER
"processed_data\train\B1\B1.23.Offi-Gov_02_patch_1_4.jpg",FILTER
"processed_data/train/B1/B1.06.Geo-Mus_115_patch_2_0.jpg",FILTER
"processed_data\train\A1\A1.17.Sai-Uni_76_patch_3_5.jpg",FILTER
"processed_data\test\B1\B1.19.Apar-Bui_35_patch_3_1.jpg",FILTER
"processed_data/test/A1/A1.29.Lab-Cul_11_patch_2_0.jpg",FILTER
"processed_data\train\A1\A1.14.Chi-Hos2_47_patch_3_1.jpg",FILTER
"processed_data/train/A2/A2.19.La-Vela_05_patch_0_0.jpg",FILTER
"processed_data/train/B1/B1.02.TDN-Sch_71_patch_2_0.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_393_patch_1_3.jpg",FILTER
"processed_data\train\B1\B1.22.SA-Offi_101_patch_2_1.jpg",FILTER
"processed_data/train/A2/A2.22.Mai-Hou_08_patch_0_5.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_283_patch_0_1.jpg",FILTER
"processed_data\train\A1\A1.32.Sec-Adm_23_patch_1_3.jpg",FILTER
"processed_data\train\B2\B2.05.SA-Offi_07_patch_0_3.jpg",FILTER
"processed_data\train\A1\A1.33.Sou-Wom_23_patch_3_2.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_248_patch_3_0.jpg",FILTER
"processed_data\train\B1\B1.22.SA-Offi_122_patch_3_3.jpg",FILTER
"processed_data\train\A1\A1.18.TaD-Mar_51_patch_3_5.jpg",FILTER
"processed_data\test\B1\B1.27.HB-The_40_patch_3_3.jpg",FILTER
"processed_data\train\B2\DSC03453_patch_3_0.jpg",FILTER
"processed_data\train\A1\A1.33.Sou-Wom_27_patch_1_0.jpg",FILTER
"processed_data/test/B2/DSC02287_patch_2_5.jpg",FILTER
"processed_data/train/B1/B1.06.Geo-Mus_132_patch_1_1.jpg",FILTER
"processed_data\train\A2\A2.09.Sai-Tra_08_patch_0_1.jpg",FILTER
"processed_data\train\A1\A1.06.TDN-Sch_79_patch_2_1.jpg",FILTER
"processed_data\train\A1\A1.04.HCM-Mus_108_patch_0_0.jpg",FILTER
"processed_data\test\A2\A2.17.Dia-Pla_03_patch_1_4.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_374_patch_3_5.jpg",FILTER
"processed_data\train\B1\B1.22.SA-Offi_19_patch_2_0.jpg",FILTER
"processed_data\train\B1\B1.22.SA-Offi_50_patch_2_2.jpg",FILTER
"processed_data\test\A2\A2.17.Dia-Pla_42_patch_2_2.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_394_patch_3_4.jpg",FILTER
"processed_data\train\A1\A1.01.Peo-com_53_patch_1_0.jpg",FILTER
"processed_data\test\A1\A1.40.Veg-Oil_10_patch_0_0.jpg",FILTER
"processed_data\train\B1\B1.20.PSA-Bui_74_patch_0_2.jpg",FILTER
"processed_data\train\A1\A1.14.Chi-Hos2_29_patch_0_0.jpg",FILTER
"processed_data\train\B1\B1.20.PSA-Bui_90_patch_1_0.jpg",FILTER
"processed_data\train\A1\A1.16.LHP-Sch_14_patch_3_1.jpg",FILTER
"processed_data/test/A1/A1.29.Lab-Cul_32_patch_2_1.jpg",FILTER
"processed_data\train\A1\A1.32.Sec-Adm_33_patch_2_1.jpg",FILTER
"processed_data\train\A1\A1.14.Chi-Hos2_160_patch_2_5.jpg",FILTER
"processed_data\test\B2\B2.01.Sai-Cen_86_patch_0_0.jpg",FILTER
"processed_data/train/B1/B1.12.SEA-Bui_12_patch_3_3.jpg",FILTER
"processed_data/train/A1/DSC02076_patch_1_3.jpg",FILTER
"processed_data\val\A1\A1.37.Uni-SSH_33_patch_3_2.jpg",FILTER
"processed_data\val\B1\B1.03.Gen-Lib_173_patch_1_5.jpg",FILTER
"processed_data\train\A1\A1.16.LHP-Sch_29_patch_3_2.jpg",FILTER
"processed_data\train\B1\DSC04627_patch_0_2.jpg",FILTER
"processed_data\train\B1\DSC04874_patch_2_5.jpg",FILTER
"processed_data/train/B2/B2.09.Tha-Da_41_patch_3_2.jpg",FILTER
"processed_data/train/B1/B1.08.HB-Scho_01_patch_1_1.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_223_patch_2_0.jpg",FILTER
"processed_data\train\A1\A1.13.Pas-Ins_68_patch_3_1.jpg",FILTER
"processed_data\val\B1\B1.05.Uni-Med_54_patch_2_0.jpg",FILTER
"processed_data\val\B1\B1.11.TNS-Cen_13_patch_2_0.jpg",FILTER
"processed_data\test\B2\DSC07468_patch_2_2.jpg",FILTER
"processed_data\val\A1\A1.23.Tru-Vuo_73_patch_1_0.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_232_patch_3_4.jpg",FILTER
"processed_data\test\B1\B1.27.HB-The_06_patch_2_3.jpg",FILTER
"processed_data/train/B1/B1.02.TDN-Sch_60_patch_0_2.jpg",FILTER
"processed_data\train\B1\B1.29.VNPT-Bui_75_patch_2_3.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_90_patch_3_3.jpg",FILTER
"processed_data\train\A1\A1.14.Chi-Hos2_28_patch_1_3.jpg",FILTER
"processed_data\test\B2\DSC07540_patch_3_0.jpg",FILTER
"processed_data\test\B1\B1.19.Apar-Bui_81_patch_3_0.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_387_patch_3_3.jpg",FILTER
"processed_data\test\B2\B2.01.Sai-Cen_97_patch_2_2.jpg",FILTER
"processed_data\train\A1\A1.26.Tan-Din_126_patch_3_4.jpg",FILTER
"processed_data\val\A1\A1.23.Tru-Vuo_103_patch_0_2.jpg",FILTER
"processed_data\train\B1\B1.29.VNPT-Bui_45_patch_0_2.jpg",FILTER
"processed_data/train/A2/A2.01.Uni-Squa_74_patch_2_0.jpg",FILTER
"processed_data\train\B2\B2.05.SA-Offi_03_patch_3_2.jpg",FILTER
"processed_data/test/A1/A1.21.Rai-Bui_45_patch_1_0.jpg",FILTER
"processed_data\train\A1\A1.14.Chi-Hos2_16_patch_3_3.jpg",FILTER
"processed_data\test\B1\B1.13.VOH-Rad_85_patch_3_1.jpg",FILTER
"processed_data\train\A1\A1.16.LHP-Sch_15_patch_1_4.jpg",FILTER
"processed_data\val\A2\A2.10.Cit-Vie_17_patch_2_0.jpg",FILTER
"processed_data\val\A1\A1.37.Uni-SSH_37_patch_3_2.jpg",FILTER
"processed_data\val\B1\B1.11.TNS-Cen_32_patch_2_0.jpg",FILTER
"processed_data\train\A1\A1.32.Sec-Adm_03_patch_0_3.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_207_patch_0_2.jpg",FILTER
"processed_data\test\B2\B2.08.Tu-Du_28_patch_2_0.jpg",FILTER
"processed_data\val\B2\B2.16.Roy-CT_16_patch_0_0.jpg",FILTER
"processed_data\train\A1\A1.06.TDN-Sch_27_patch_0_3.jpg",FILTER
"processed_data\train\B1\B1.20.PSA-Bui_51_patch_1_2.jpg",FILTER
"processed_data\train\A1\A1.41.Sto-Exc_29_patch_3_1.jpg",FILTER
"processed_data\train\B2\DSC03404_patch_1_1.jpg",FILTER
"processed_data\train\A1\A1.14.Chi-Hos2_94_patch_2_2.jpg",FILTER
"processed_data/test/A1/A1.15.VTT-Sch_17_patch_3_1.jpg",FILTER
"processed_data\train\A1\A1.12.Chi-Hou_08_patch_3_0.jpg",FILTER
"processed_data\train\A1\A1.13.Pas-Ins_97_patch_0_5.jpg",FILTER
"processed_data\test\A1\A1.40.Veg-Oil_55_patch_3_5.jpg",FILTER
"processed_data\train\B2\DSC03377_patch_1_0.jpg",FILTER
"processed_data\train\B2\B2.05.SA-Offi_29_patch_3_0.jpg",FILTER
"processed_data\train\A1\A1.05.Mus-His_82_patch_0_0.jpg",FILTER
"processed_data\test\B1\B1.13.VOH-Rad_36_patch_3_0.jpg",FILTER
"processed_data\val\B1\B1.05.Uni-Med_118_patch_3_2.jpg",FILTER
"processed_data/train/B1/B1.26.MEK-CPF_33_patch_1_1.jpg",FILTER
"processed_data\test\B2\DSC07495_patch_3_0.jpg",FILTER
"processed_data\train\A1\A1.14.Chi-Hos2_121_patch_1_1.jpg",FILTER
"processed_data\train\A1\A1.14.Chi-Hos2_95_patch_2_1.jpg",FILTER
"processed_data\test\A2\A2.17.Dia-Pla_35_patch_3_3.jpg",FILTER
"processed_data/test/B2/DSC02283_patch_3_3.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_90_patch_2_5.jpg",FILTER
"processed_data\val\A1\A1.39.Oil-Buid_42_patch_2_0.jpg",FILTER
"processed_data\train\B1\B1.29.VNPT-Bui_46_patch_2_3.jpg",FILTER
"processed_data/test/A1/A1.08.MCH-Sch_22_patch_3_2.jpg",FILTER
"processed_data\train\A1\A1.14.Chi-Hos2_121_patch_1_0.jpg",FILTER
"processed_data\train\A1\A1.30.Pol-Mas_10_patch_0_1.jpg",FILTER
"processed_data\train\B1\B1.07.Tho-Nha_123_patch_1_1.jpg",FILTER
"processed_data\train\A1\A1.13.Pas-Ins_143_patch_3_1.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_375_patch_0_2.jpg",FILTER
"processed_data\train\A1\A1.06.TDN-Sch_168_patch_2_0.jpg",FILTER
"processed_data/train/A1/DSC02504_patch_1_1.jpg",FILTER
"processed_data\train\B1\B1.20.PSA-Bui_63_patch_0_0.jpg",FILTER
"processed_data\train\B2\DSC09108_patch_2_4.jpg",FILTER
"processed_data\train\A1\A1.14.Chi-Hos2_124_patch_0_2.jpg",FILTER
"processed_data\val\B1\B1.05.Uni-Med_151_patch_3_4.jpg",FILTER
"processed_data\test\B1\B1.13.VOH-Rad_126_patch_3_2.jpg",FILTER
"processed_data\val\A1\A1.24.Indo-Ban_168_patch_3_1.jpg",FILTER
"processed_data/test/A1/A1.08.MCH-Sch_54_patch_2_5.jpg",FILTER
"processed_data\val\A1\A1.24.Indo-Ban_217_patch_1_1.jpg",FILTER
"processed_data\test\A1\A1.40.Veg-Oil_03_patch_1_0.jpg",FILTER
"processed_data\val\A1\A1.24.Indo-Ban_281_patch_3_1.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_282_patch_2_4.jpg",FILTER
"processed_data/train/A1/DSC02077_patch_0_5.jpg",FILTER
"processed_data\train\A1\A1.14.Chi-Hos2_103_patch_1_0.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_375_patch_0_1.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_181_patch_1_3.jpg",FILTER
"processed_data\val\A1\A1.11.LQD-Sch_49_patch_1_4.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_263_patch_2_5.jpg",FILTER
"processed_data\train\B2\B2.05.SA-Offi_13_patch_1_5.jpg",FILTER
"processed_data/train/A2/A2.22.Mai-Hou_12_patch_3_3.jpg",FILTER
"processed_data\train\B1\DSC04799_patch_0_4.jpg",FILTER
"processed_data\train\B1\B1.07.Tho-Nha_135_patch_2_0.jpg",FILTER
"processed_data\train\B1\B1.24.Rex-Hot_29_patch_3_2.jpg",FILTER
"processed_data\train\A1\A1.12.Chi-Hou_77_patch_3_5.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_253_patch_3_1.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_203_patch_1_5.jpg",FILTER
"processed_data\train\B1\B1.20.PSA-Bui_65_patch_1_0.jpg",FILTER
"processed_data\train\B1\B1.24.Rex-Hot_29_patch_3_1.jpg",FILTER
"processed_data\train\A1\A1.06.TDN-Sch_87_patch_3_5.jpg",FILTER
"processed_data\train\A1\A1.28.Cam-Mus_06_patch_0_2.jpg",FILTER
"processed_data\train\A1\A1.14.Chi-Hos2_59_patch_2_0.jpg",FILTER
"processed_data\val\A1\A1.19.TuD-DiB_51_patch_1_0.jpg",FILTER
"processed_data/train/A1/DSC02587_patch_2_4.jpg",FILTER
"processed_data\val\A1\A1.39.Oil-Buid_25_patch_0_0.jpg",FILTER
"processed_data/train/B1/B1.26.MEK-CPF_61_patch_1_1.jpg",FILTER
"processed_data\val\A1\A1.23.Tru-Vuo_23_patch_3_0.jpg",FILTER
"processed_data\train\A1\A1.06.TDN-Sch_70_patch_1_0.jpg",FILTER
"processed_data\val\B1\B1.11.TNS-Cen_11_patch_1_0.jpg",FILTER
"processed_data\test\B1\B1.13.VOH-Rad_193_patch_1_4.jpg",FILTER
"processed_data\train\A2\A2.06.VCB-Tow_44_patch_3_3.jpg",FILTER
"processed_data\test\B2\B2.08.Tu-Du_28_patch_2_4.jpg",FILTER
"processed_data\val\A1\A1.11.LQD-Sch_57_patch_3_1.jpg",FILTER
"processed_data/train/A2/A2.15.New-Wor_04_patch_3_5.jpg",FILTER
"processed_data\test\B2\DSC07564_patch_2_1.jpg",FILTER
"processed_data\test\B1\B1.19.Apar-Bui_37_patch_2_4.jpg",FILTER
"processed_data\val\A1\A1.24.Indo-Ban_277_patch_3_5.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_264_patch_0_3.jpg",FILTER
"processed_data\train\B1\B1.22.SA-Offi_102_patch_2_1.jpg",FILTER
"processed_data\train\A1\A1.12.Chi-Hou_161_patch_3_5.jpg",FILTER
"processed_data\train\A1\A1.07.Hot-Con_69_patch_3_0.jpg",FILTER
"processed_data\train\A1\A1.13.Pas-Ins_50_patch_3_2.jpg",FILTER
"processed_data/train/A2/A2.14.LBM-Tow_37_patch_0_4.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_277_patch_0_1.jpg",FILTER
"processed_data\train\A1\A1.36.St-Paul_11_patch_3_0.jpg",FILTER
"processed_data\train\A1\A1.13.Pas-Ins_64_patch_1_1.jpg",FILTER
"processed_data\train\A1\A1.32.Sec-Adm_14_patch_2_2.jpg",FILTER
"processed_data/train/A1/DSC02110_patch_2_3.jpg",FILTER
"processed_data\train\A1\A1.36.St-Paul_46_patch_3_4.jpg",FILTER
"processed_data/test/A1/A1.29.Lab-Cul_15_patch_1_5.jpg",FILTER
"processed_data\train\A1\A1.12.Chi-Hou_01_patch_0_1.jpg",FILTER
"processed_data/train/A2/A2.01.Uni-Squa_64_patch_1_1.jpg",FILTER
"processed_data\test\A1\A1.40.Veg-Oil_32_patch_3_5.jpg",FILTER
"processed_data/train/B1/B1.06.Geo-Mus_105_patch_0_2.jpg",FILTER
"processed_data/train/A2/A2.01.Uni-Squa_85_patch_1_0.jpg",FILTER
"processed_data\test\B2\B2.08.Tu-Du_07_patch_2_2.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_99_patch_0_0.jpg",FILTER
"processed_data/train/B1/B1.02.TDN-Sch_118_patch_0_2.jpg",FILTER
"processed_data\train\A1\A1.06.TDN-Sch_82_patch_1_3.jpg",FILTER
"processed_data\test\B2\B2.01.Sai-Cen_11_patch_0_1.jpg",FILTER
"processed_data/test/A1/29-9-scaled-1_patch_0_0.jpg",FILTER
"processed_data/train/A2/A2.11.Sai-Uni_16_patch_0_3.jpg",FILTER
"processed_data\train\B1\B1.07.Tho-Nha_164_patch_3_3.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_200_patch_3_3.jpg",FILTER
"processed_data/test/B2/DSC02247_patch_2_3.jpg",FILTER
"processed_data\train\A1\A1.14.Chi-Hos2_107_patch_0_1.jpg",FILTER
"processed_data\val\A1\A1.37.Uni-SSH_21_patch_3_0.jpg",FILTER
"processed_data\val\B1\B1.11.TNS-Cen_34_patch_2_5.jpg",FILTER
"processed_data\train\B1\B1.07.Tho-Nha_141_patch_0_0.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_250_patch_2_1.jpg",FILTER
"processed_data\train\B1\B1.07.Tho-Nha_144_patch_0_1.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_136_patch_3_1.jpg",FILTER
"processed_data/test/A1/A1.08.MCH-Sch_84_patch_1_2.jpg",FILTER
"processed_data\val\B1\B1.11.TNS-Cen_10_patch_2_1.jpg",FILTER
"processed_data\test\B1\B1.19.Apar-Bui_25_patch_1_1.jpg",FILTER
"processed_data/test/A1/A1.29.Lab-Cul_19_patch_2_4.jpg",FILTER
