processed_path,new_action
"processed_data\val\A1\A1.03.Ope-Hou_77_patch_1_5.jpg",KEEP
"processed_data\val\B1\B1.03.Gen-Lib_20_patch_3_3.jpg",KEEP
"processed_data\test\B2\DSC07496_patch_3_2.jpg",KEEP
"processed_data\train\A1\A1.12.Chi-Hou_48_patch_1_5.jpg",KEEP
"processed_data/train/B1/B1.04.UAH-Uni_348_patch_0_1.jpg",KEEP
"processed_data/train/B1/B1.26.MEK-CPF_04_patch_0_1.jpg",KEEP
"processed_data\train\A1\A1.06.TDN-Sch_160_patch_3_4.jpg",KEEP
"processed_data\val\A1\A1.03.Ope-Hou_63_patch_0_1.jpg",KEEP
"processed_data\train\A1\A1.25.Gra-Sai_22_patch_3_2.jpg",KEEP
"processed_data\train\A2\A2.05.Pub-Ser_25_patch_2_4.jpg",KEEP
"processed_data\train\A1\A1.26.Tan-Din_133_patch_3_0.jpg",KEEP
"processed_data/train/A2/A2.19.La-Vela_12_patch_0_4.jpg",KEEP
"processed_data\val\A1\A1.39.Oil-Buid_41_patch_3_5.jpg",KEEP
"processed_data/train/A2/A2.15.New-Wor_20_patch_1_2.jpg",KEEP
"processed_data\val\A1\A1.03.Ope-Hou_59_patch_0_1.jpg",KEEP
"processed_data\train\A1\A1.01.Peo-com_129_patch_1_5.jpg",KEEP
"processed_data\val\A1\A1.23.Tru-Vuo_48_patch_2_1.jpg",KEEP
"processed_data\test\A2\A2.21.Cons-Mus_47_patch_3_4.jpg",KEEP
"processed_data/train/B1/B1.02.TDN-Sch_101_patch_2_5.jpg",KEEP
"processed_data/train/B1/B1.06.Geo-Mus_129_patch_1_4.jpg",KEEP
"processed_data\train\A1\A1.26.Tan-Din_101_patch_2_1.jpg",KEEP
"processed_data\train\A1\A1.42.BIDV-Bui_40_patch_0_4.jpg",KEEP
"processed_data\val\A1\A1.11.LQD-Sch_51_patch_2_4.jpg",KEEP
"processed_data\train\A1\A1.33.Sou-Wom_30_patch_1_1.jpg",KEEP
"processed_data\val\A2\A2.10.Cit-Vie_27_patch_1_0.jpg",KEEP
"processed_data/test/A1/A1.15.VTT-Sch_24_patch_2_4.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_13_patch_2_2.jpg",KEEP
"processed_data\train\A1\A1.09.Eye-Hos_48_patch_1_4.jpg",KEEP
"processed_data\val\B1\B1.03.Gen-Lib_120_patch_3_1.jpg",KEEP
"processed_data\train\A1\A1.26.Tan-Din_62_patch_0_4.jpg",KEEP
"processed_data\test\B2\DSC07572_patch_2_0.jpg",KEEP
"processed_data\train\B1\B1.24.Rex-Hot_06_patch_2_0.jpg",KEEP
"processed_data\val\A1\A1.03.Ope-Hou_243_patch_2_5.jpg",KEEP
"processed_data\val\A1\A1.03.Ope-Hou_205_patch_1_5.jpg",KEEP
"processed_data\val\A1\A1.03.Ope-Hou_261_patch_1_5.jpg",KEEP
"processed_data\train\A1\A1.36.St-Paul_30_patch_2_1.jpg",KEEP
"processed_data\val\A1\A1.03.Ope-Hou_75_patch_0_2.jpg",KEEP
"processed_data\train\A1\A1.25.Gra-Sai_65_patch_2_0.jpg",KEEP
"processed_data\train\A2\A2.26.Sou-Mil_13_patch_3_2.jpg",KEEP
"processed_data/train/A2/A2.14.LBM-Tow_26_patch_1_0.jpg",KEEP
"processed_data\train\A1\A1.12.Chi-Hou_29_patch_2_1.jpg",KEEP
"processed_data\test\B2\DSC07548_patch_1_2.jpg",KEEP
"processed_data\train\A1\A1.13.Pas-Ins_99_patch_0_1.jpg",KEEP
"processed_data\train\A1\A1.02.Peo-Cou_03_patch_1_1.jpg",KEEP
"processed_data\train\A1\A1.13.Pas-Ins_94_patch_3_1.jpg",KEEP
"processed_data\train\A2\A2.07.Mel-Poi_06_patch_0_5.jpg",KEEP
"processed_data\val\B1\B1.05.Uni-Med_62_patch_2_2.jpg",KEEP
"processed_data\test\A2\A2.21.Cons-Mus_48_patch_1_0.jpg",KEEP
"processed_data\train\A1\A1.06.TDN-Sch_64_patch_2_0.jpg",KEEP
"processed_data\train\A1\A1.26.Tan-Din_35_patch_0_0.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_288_patch_1_4.jpg",KEEP
"processed_data\train\A1\A1.25.Gra-Sai_15_patch_1_0.jpg",KEEP
"processed_data\train\A1\A1.30.Pol-Mas_21_patch_3_5.jpg",KEEP
"processed_data/train/B1/B1.04.UAH-Uni_131_patch_1_5.jpg",KEEP
"processed_data/train/B1/B1.02.TDN-Sch_99_patch_2_0.jpg",KEEP
"processed_data/train/A1/DSC02017_patch_1_5.jpg",KEEP
"processed_data\train\B1\DSC00149_patch_0_1.jpg",KEEP
"processed_data\train\B1\DSC00062_patch_1_1.jpg",KEEP
"processed_data\train\B1\DSC05003_patch_1_2.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_283_patch_1_5.jpg",KEEP
"processed_data/train/B1/B1.02.TDN-Sch_39_patch_0_0.jpg",KEEP
"processed_data\train\A1\A1.43.Sta-Tre_52_patch_3_5.jpg",KEEP
"processed_data\test\B1\B1.13.VOH-Rad_178_patch_1_5.jpg",KEEP
"processed_data/train/B1/B1.04.UAH-Uni_61_patch_0_3.jpg",KEEP
"processed_data\val\A1\A1.19.TuD-DiB_21_patch_2_1.jpg",KEEP
"processed_data\test\B2\B2.08.Tu-Du_38_patch_1_4.jpg",KEEP
"processed_data/train/B1/B1.04.UAH-Uni_254_patch_3_2.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_188_patch_3_4.jpg",KEEP
"processed_data\train\A1\A1.26.Tan-Din_17_patch_3_4.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_147_patch_0_2.jpg",KEEP
"processed_data\train\A1\A1.26.Tan-Din_59_patch_3_2.jpg",KEEP
"processed_data\train\A1\A1.01.Peo-com_139_patch_1_1.jpg",KEEP
"processed_data/test/B2/DSC02253_patch_0_2.jpg",KEEP
"processed_data/train/A2/A2.19.La-Vela_10_patch_3_1.jpg",KEEP
"processed_data/train/A1/DSC02030_patch_1_3.jpg",KEEP
"processed_data\val\A1\A1.37.Uni-SSH_07_patch_3_1.jpg",KEEP
"processed_data\train\A1\A1.12.Chi-Hou_48_patch_0_3.jpg",KEEP
"processed_data\val\A1\A1.23.Tru-Vuo_77_patch_3_2.jpg",KEEP
"processed_data\train\A1\A1.26.Tan-Din_88_patch_3_3.jpg",KEEP
"processed_data\train\A1\A1.26.Tan-Din_36_patch_1_1.jpg",KEEP
"processed_data\val\B1\B1.03.Gen-Lib_36_patch_2_0.jpg",KEEP
"processed_data\test\B1\B1.13.VOH-Rad_89_patch_2_1.jpg",KEEP
"processed_data\val\A1\A1.19.TuD-DiB_13_patch_0_2.jpg",KEEP
"processed_data\train\A2\A2.05.Pub-Ser_17_patch_2_4.jpg",KEEP
"processed_data/train/A2/A2.14.LBM-Tow_45_patch_0_2.jpg",KEEP
"processed_data\train\A1\A1.26.Tan-Din_47_patch_1_2.jpg",KEEP
"processed_data\val\A1\A1.19.TuD-DiB_43_patch_0_4.jpg",KEEP
"processed_data\val\B1\B1.03.Gen-Lib_144_patch_3_5.jpg",KEEP
"processed_data\test\B1\B1.13.VOH-Rad_86_patch_3_3.jpg",KEEP
"processed_data\val\A1\A1.23.Tru-Vuo_98_patch_2_3.jpg",KEEP
"processed_data\val\B1\B1.11.TNS-Cen_12_patch_1_4.jpg",KEEP
"processed_data\train\A1\A1.06.TDN-Sch_117_patch_2_3.jpg",KEEP
"processed_data\val\B1\B1.03.Gen-Lib_24_patch_0_2.jpg",KEEP
"processed_data/test/B2/DSC02212_patch_2_4.jpg",KEEP
"processed_data\train\A1\A1.26.Tan-Din_136_patch_1_1.jpg",KEEP
"processed_data\val\A1\A1.23.Tru-Vuo_85_patch_0_1.jpg",KEEP
"processed_data\test\A2\A2.17.Dia-Pla_15_patch_1_5.jpg",KEEP
"processed_data\train\B2\DSC03233_patch_3_4.jpg",KEEP
"processed_data/train/B1/B1.12.SEA-Bui_34_patch_0_5.jpg",KEEP
"processed_data\train\B2\DSC03425_patch_2_3.jpg",KEEP
"processed_data\train\B1\B1.29.VNPT-Bui_144_patch_1_2.jpg",KEEP
"processed_data/train/A1/DSC02557_patch_2_3.jpg",KEEP
"processed_data\train\B1\B1.22.SA-Offi_30_patch_2_1.jpg",KEEP
"processed_data/train/A2/A2.14.LBM-Tow_38_patch_1_4.jpg",KEEP
"processed_data\val\A1\A1.23.Tru-Vuo_60_patch_1_4.jpg",KEEP
"processed_data\train\A1\A1.27.Tu-Du_32_patch_2_0.jpg",KEEP
"processed_data\train\A1\A1.06.TDN-Sch_84_patch_2_1.jpg",KEEP
"processed_data/train/B1/B1.02.TDN-Sch_75_patch_2_2.jpg",KEEP
"processed_data/train/A2/A2.20.Metr-pol_17_patch_3_2.jpg",KEEP
"processed_data/train/B1/B1.12.SEA-Bui_11_patch_1_2.jpg",KEEP
"processed_data\val\B1\B1.05.Uni-Med_80_patch_1_1.jpg",KEEP
"processed_data\test\B1\B1.13.VOH-Rad_72_patch_3_5.jpg",KEEP
"processed_data\val\A1\A1.03.Ope-Hou_256_patch_2_3.jpg",KEEP
"processed_data\train\A1\A1.43.Sta-Tre_18_patch_2_0.jpg",KEEP
"processed_data\train\A1\A1.09.Eye-Hos_07_patch_1_5.jpg",KEEP
"processed_data/train/B1/B1.06.Geo-Mus_32_patch_3_1.jpg",KEEP
"processed_data/train/A2/A2.20.Metr-pol_25_patch_1_2.jpg",KEEP
"processed_data/train/B1/B1.06.Geo-Mus_133_patch_1_4.jpg",KEEP
"processed_data\train\A1\A1.36.St-Paul_13_patch_0_3.jpg",KEEP
"processed_data\train\A1\A1.17.Sai-Uni_87_patch_0_2.jpg",KEEP
