processed_path,new_action
"processed_data\test\B2\B2.08.Tu-Du_33_patch_3_3.jpg",KEEP
"processed_data\train\B1\B1.18.GD-Hos_26_patch_1_1.jpg",KEEP
"processed_data\train\A2\A2.26.Sou-Mil_30_patch_0_0.jpg",KEEP
"processed_data\train\A1\A1.30.Pol-Mas_07_patch_0_5.jpg",KEEP
"processed_data\train\A1\A1.07.Hot-Con_10_patch_2_1.jpg",KEEP
"processed_data\train\A1\A1.02.Peo-Cou_41_patch_3_3.jpg",KEEP
"processed_data/train/B1/B1.14.VAR-Bui_42_patch_3_5.jpg",KEEP
"processed_data\train\A1\A1.16.LHP-Sch_64_patch_3_4.jpg",KEEP
"processed_data\val\B1\B1.03.Gen-Lib_167_patch_2_1.jpg",KEEP
"processed_data\train\B1\B1.22.SA-Offi_61_patch_3_5.jpg",KEEP
"processed_data\train\B2\B2.02.Ven-BTS_08_patch_1_3.jpg",KEEP
"processed_data\val\A1\A1.03.Ope-Hou_115_patch_3_2.jpg",KEEP
"processed_data\train\A1\A1.17.Sai-Uni_38_patch_3_2.jpg",KEEP
"processed_data\train\A1\A1.25.Gra-Sai_11_patch_0_3.jpg",KEEP
"processed_data/train/A2/DSC01957_patch_2_0.jpg",KEEP
"processed_data/train/B1/B1.02.TDN-Sch_17_patch_1_3.jpg",KEEP
"processed_data\test\B1\B1.13.VOH-Rad_142_patch_0_0.jpg",KEEP
"processed_data\train\B1\DSC04689_patch_1_3.jpg",KEEP
"processed_data\train\A1\A1.34.Maj-Hot_06_patch_3_5.jpg",KEEP
"processed_data\train\A1\A1.26.Tan-Din_67_patch_1_3.jpg",KEEP
"processed_data\train\A1\A1.43.Sta-Tre_55_patch_1_1.jpg",KEEP
"processed_data\train\A1\A1.41.Sto-Exc_26_patch_2_4.jpg",KEEP
"processed_data\train\A1\A1.02.Peo-Cou_53_patch_0_5.jpg",KEEP
"processed_data\train\A1\A1.12.Chi-Hou_129_patch_0_1.jpg",KEEP
"processed_data\test\A2\A2.21.Cons-Mus_37_patch_3_3.jpg",KEEP
"processed_data/train/B1/B1.04.UAH-Uni_370_patch_1_2.jpg",KEEP
"processed_data/train/B1/B1.26.MEK-CPF_43_patch_2_2.jpg",KEEP
"processed_data\train\A1\A1.27.Tu-Du_42_patch_0_1.jpg",KEEP
"processed_data\train\A1\A1.42.BIDV-Bui_39_patch_1_0.jpg",KEEP
"processed_data\train\A1\A1.12.Chi-Hou_144_patch_2_4.jpg",KEEP
"processed_data\val\B1\B1.03.Gen-Lib_165_patch_0_2.jpg",KEEP
"processed_data/train/A1/A1.31.Cul-Com_28_patch_1_3.jpg",KEEP
"processed_data\train\A1\A1.14.Chi-Hos2_128_patch_2_4.jpg",KEEP
"processed_data\train\B1\B1.07.Tho-Nha_124_patch_0_4.jpg",KEEP
"processed_data\train\A1\A1.12.Chi-Hou_108_patch_1_4.jpg",KEEP
"processed_data\train\A1\A1.14.Chi-Hos2_161_patch_1_0.jpg",KEEP
"processed_data\train\A1\A1.36.St-Paul_86_patch_1_4.jpg",KEEP
"processed_data/train/B1/B1.02.TDN-Sch_25_patch_2_5.jpg",KEEP
"processed_data/test/A1/A1.44.Nor-Pal_56_patch_1_0.jpg",KEEP
"processed_data\train\A2\A2.13.Kei-Uni_01_patch_2_1.jpg",KEEP
"processed_data\train\A1\A1.06.TDN-Sch_151_patch_1_0.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_306_patch_2_0.jpg",KEEP
"processed_data/train/A2/A2.15.New-Wor_40_patch_0_5.jpg",KEEP
"processed_data\train\A1\A1.33.Sou-Wom_47_patch_1_2.jpg",KEEP
"processed_data\val\A1\A1.03.Ope-Hou_195_patch_2_3.jpg",KEEP
"processed_data\train\A1\A1.43.Sta-Tre_01_patch_2_2.jpg",KEEP
"processed_data/train/A2/DSC01969_patch_1_4.jpg",KEEP
"processed_data\train\A2\A2.06.VCB-Tow_02_patch_3_5.jpg",KEEP
"processed_data\train\B2\DSC03291_patch_0_2.jpg",KEEP
"processed_data\train\A1\A1.09.Eye-Hos_70_patch_1_4.jpg",KEEP
"processed_data/train/B1/B1.14.VAR-Bui_12_patch_2_2.jpg",KEEP
"processed_data\val\A1\A1.23.Tru-Vuo_15_patch_3_4.jpg",KEEP
"processed_data\val\A1\A1.03.Ope-Hou_01_patch_2_4.jpg",KEEP
"processed_data\train\A1\A1.13.Pas-Ins_104_patch_3_1.jpg",KEEP
"processed_data\train\B2\DSC03419_patch_3_4.jpg",KEEP
"processed_data\train\B2\DSC03463_patch_0_1.jpg",KEEP
"processed_data\test\B1\B1.19.Apar-Bui_06_patch_0_0.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_205_patch_3_3.jpg",KEEP
"processed_data\train\B2\DSC03493_patch_2_2.jpg",KEEP
"processed_data\train\B1\B1.18.GD-Hos_54_patch_3_0.jpg",KEEP
"processed_data\train\A1\A1.26.Tan-Din_78_patch_0_1.jpg",KEEP
"processed_data\test\B1\B1.13.VOH-Rad_44_patch_2_1.jpg",KEEP
"processed_data\train\B1\DSC02233_patch_3_0.jpg",KEEP
"processed_data/test/A1/A1.29.Lab-Cul_08_patch_2_3.jpg",KEEP
"processed_data\train\A1\A1.12.Chi-Hou_43_patch_2_3.jpg",KEEP
"processed_data\train\A1\A1.09.Eye-Hos_21_patch_0_3.jpg",KEEP
"processed_data/train/B1/B1.14.VAR-Bui_54_patch_0_1.jpg",KEEP
"processed_data/train/B1/B1.08.HB-Scho_33_patch_2_0.jpg",KEEP
"processed_data\val\A1\A1.03.Ope-Hou_233_patch_2_5.jpg",KEEP
"processed_data/test/A1/A1.08.MCH-Sch_32_patch_1_5.jpg",KEEP
"processed_data\test\B1\B1.13.VOH-Rad_130_patch_1_4.jpg",KEEP
"processed_data\train\A1\A1.16.LHP-Sch_01_patch_0_3.jpg",KEEP
"processed_data\val\B1\B1.03.Gen-Lib_165_patch_1_1.jpg",KEEP
"processed_data\train\A1\A1.06.TDN-Sch_143_patch_3_3.jpg",KEEP
"processed_data\val\B1\B1.05.Uni-Med_31_patch_2_1.jpg",KEEP
"processed_data\train\A1\A1.01.Peo-com_22_patch_2_0.jpg",KEEP
"processed_data\train\B1\B1.07.Tho-Nha_184_patch_3_3.jpg",KEEP
"processed_data\val\A1\A1.03.Ope-Hou_200_patch_0_4.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_359_patch_1_2.jpg",KEEP
"processed_data\train\A1\A1.27.Tu-Du_09_patch_3_4.jpg",KEEP
