processed_path,new_action
"processed_data\val\B1\B1.11.TNS-Cen_42_patch_2_0.jpg",FILTER
"processed_data\train\A1\A1.06.TDN-Sch_110_patch_3_2.jpg",FILTER
"processed_data\train\A1\A1.14.Chi-Hos2_108_patch_3_5.jpg",FILTER
"processed_data/train/A2/A2.14.LBM-Tow_20_patch_2_0.jpg",FILTER
"processed_data\val\B1\B1.11.TNS-Cen_03_patch_1_5.jpg",FILTER
"processed_data\test\B1\DSC02178_patch_2_5.jpg",FILTER
"processed_data/train/A2/A2.14.LBM-Tow_24_patch_1_1.jpg",FILTER
"processed_data\val\A1\A1.24.Indo-Ban_281_patch_2_1.jpg",FILTER
"processed_data\train\A1\A1.25.Gra-Sai_62_patch_1_1.jpg",FILTER
"processed_data\train\A1\A1.01.Peo-com_57_patch_3_2.jpg",FILTER
"processed_data/train/A1/DSC02061_patch_3_2.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_17_patch_0_0.jpg",FILTER
"processed_data\val\B1\B1.05.Uni-Med_18_patch_3_2.jpg",FILTER
"processed_data/train/A2/A2.11.Sai-Uni_22_patch_1_4.jpg",FILTER
"processed_data/test/A1/A1.08.MCH-Sch_13_patch_0_4.jpg",FILTER
"processed_data\train\B2\B2.12.SW-Mus_33_patch_0_1.jpg",FILTER
"processed_data/train/A2/A2.23.VCB-TSN_04_patch_1_2.jpg",FILTER
"processed_data\val\B1\B1.05.Uni-Med_113_patch_1_3.jpg",FILTER
"processed_data\test\A2\A2.12.Uni-Edu_32_patch_3_1.jpg",FILTER
"processed_data/train/B2/B2.09.Tha-Da_34_patch_3_1.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_73_patch_3_4.jpg",FILTER
"processed_data/train/A2/A2.22.Mai-Hou_08_patch_1_5.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_118_patch_3_3.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_04_patch_1_5.jpg",FILTER
"processed_data\train\B1\B1.29.VNPT-Bui_21_patch_2_1.jpg",FILTER
"processed_data/train/A2/A2.01.Uni-Squa_99_patch_2_2.jpg",FILTER
"processed_data\train\A1\A1.13.Pas-Ins_63_patch_1_0.jpg",FILTER
"processed_data\train\B2\DSC04213_patch_3_3.jpg",FILTER
