processed_path,new_action
"processed_data/train/B1/B1.04.UAH-Uni_197_patch_3_1.jpg",FILTER
"processed_data/train/A1/DSC02108_patch_3_1.jpg",FILTER
"processed_data/train/A1/A1.38.HBT-Sch_02_patch_0_1.jpg",FILTER
"processed_data\train\A1\A1.25.Gra-Sai_65_patch_3_3.jpg",FILTER
"processed_data\train\B2\DSC03342_patch_0_0.jpg",FILTER
"processed_data\train\B1\B1.18.GD-Hos_44_patch_2_0.jpg",FILTER
"processed_data/train/B2/B2.09.Tha-Da_32_patch_2_4.jpg",FILTER
"processed_data\val\B1\B1.03.Gen-Lib_189_patch_3_3.jpg",FILTER
"processed_data\val\A1\A1.24.Indo-Ban_225_patch_3_1.jpg",FILTER
"processed_data\train\B2\DSC03180_patch_0_3.jpg",FILTER
"processed_data\train\B1\B1.29.VNPT-Bui_23_patch_0_0.jpg",FILTER
"processed_data\train\B1\DSC04638_patch_0_4.jpg",FILTER
"processed_data\val\A1\A1.39.Oil-Buid_48_patch_3_1.jpg",FILTER
"processed_data\train\A1\A1.33.Sou-Wom_22_patch_2_5.jpg",FILTER
"processed_data\train\A1\A1.32.Sec-Adm_14_patch_2_1.jpg",FILTER
"processed_data/train/B1/B1.26.MEK-CPF_53_patch_1_1.jpg",FILTER
"processed_data\train\A1\A1.13.Pas-Ins_64_patch_2_5.jpg",FILTER
"processed_data\train\A1\A1.43.Sta-Tre_48_patch_1_0.jpg",FILTER
"processed_data\train\B2\DSC03505_patch_3_0.jpg",FILTER
"processed_data\train\B1\B1.20.PSA-Bui_44_patch_3_1.jpg",FILTER
"processed_data\train\A1\A1.42.BIDV-Bui_03_patch_2_1.jpg",FILTER
"processed_data/train/A1/DSC02113_patch_2_1.jpg",FILTER
"processed_data\train\A1\A1.16.LHP-Sch_36_patch_3_1.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_101_patch_3_1.jpg",FILTER
"processed_data\train\B1\B1.29.VNPT-Bui_48_patch_1_4.jpg",FILTER
"processed_data\val\A1\A1.11.LQD-Sch_16_patch_0_2.jpg",FILTER
"processed_data/train/A1/DSC02502_patch_3_0.jpg",FILTER
"processed_data\val\B1\B1.03.Gen-Lib_131_patch_2_0.jpg",FILTER
"processed_data\train\A1\A1.12.Chi-Hou_42_patch_3_1.jpg",FILTER
"processed_data\val\B1\B1.05.Uni-Med_11_patch_3_5.jpg",FILTER
"processed_data/train/A1/DSC02040_patch_2_4.jpg",FILTER
"processed_data\train\A1\A1.14.Chi-Hos2_95_patch_2_5.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_44_patch_3_1.jpg",FILTER
"processed_data\train\B1\B1.22.SA-Offi_41_patch_3_4.jpg",FILTER
