processed_path,new_action
"processed_data\val\A1\A1.19.TuD-DiB_48_patch_0_0.jpg",FILTER
"processed_data\train\B1\DSC04967_patch_1_0.jpg",FILTER
"processed_data\train\A1\A1.06.TDN-Sch_06_patch_1_1.jpg",FILTER
"processed_data\train\B2\DSC03351_patch_2_1.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_181_patch_0_5.jpg",FILTER
"processed_data\val\A1\A1.11.LQD-Sch_54_patch_1_0.jpg",FILTER
"processed_data/train/B1/B1.06.Geo-Mus_117_patch_2_0.jpg",FILTER
"processed_data\train\B1\B1.29.VNPT-Bui_57_patch_2_4.jpg",FILTER
"processed_data\train\A1\A1.41.Sto-Exc_31_patch_2_4.jpg",FILTER
"processed_data\train\B1\B1.18.GD-Hos_67_patch_3_3.jpg",FILTER
"processed_data\train\A1\A1.22.Ben-Tha_91_patch_3_0.jpg",FILTER
"processed_data\test\B1\B1.13.VOH-Rad_132_patch_3_2.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_248_patch_2_5.jpg",FILTER
"processed_data\train\B2\DSC03212_patch_1_5.jpg",FILTER
"processed_data\train\B1\B1.07.Tho-Nha_134_patch_3_2.jpg",FILTER
"processed_data/train/B2/B2.04.PSA-Bui_02_patch_1_3.jpg",FILTER
"processed_data\train\B1\B1.07.Tho-Nha_139_patch_2_1.jpg",FILTER
"processed_data/test/B2/DSC02090_patch_3_2.jpg",FILTER
"processed_data\train\A1\A1.25.Gra-Sai_75_patch_3_1.jpg",FILTER
"processed_data/train/B2/B2.09.Tha-Da_17_patch_3_1.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_114_patch_2_4.jpg",FILTER
"processed_data\val\B1\B1.05.Uni-Med_04_patch_1_4.jpg",FILTER
"processed_data/test/B2/DSC02121_patch_3_0.jpg",FILTER
"processed_data\train\B2\DSC03318_patch_3_0.jpg",FILTER
"processed_data/train/A1/DSC02045_patch_1_5.jpg",FILTER
"processed_data\train\B1\B1.18.GD-Hos_43_patch_1_1.jpg",FILTER
"processed_data\train\B1\DSC02225_patch_1_5.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_19_patch_3_0.jpg",FILTER
"processed_data\train\B1\DSC04974_patch_1_5.jpg",FILTER
