processed_path,new_action
"processed_data\val\A1\A1.23.Tru-Vuo_79_patch_3_0.jpg",KEEP
"processed_data\val\B1\B1.15.TB-Mar_03_patch_3_1.jpg",KEEP
"processed_data/train/B1/B1.04.UAH-Uni_130_patch_2_1.jpg",KEEP
"processed_data\train\A2\A2.26.Sou-Mil_33_patch_1_0.jpg",KEEP
"processed_data\train\A2\A2.05.Pub-Ser_11_patch_1_5.jpg",KEEP
"processed_data\train\A1\A1.14.Chi-Hos2_62_patch_2_2.jpg",KEEP
"processed_data/train/B1/B1.08.HB-Scho_01_patch_2_3.jpg",KEEP
"processed_data\train\A1\A1.16.LHP-Sch_12_patch_1_4.jpg",KEEP
"processed_data\train\A1\A1.20.Peo-Com_14_patch_0_0.jpg",KEEP
"processed_data/train/B1/B1.04.UAH-Uni_386_patch_3_0.jpg",KEEP
"processed_data\val\B1\B1.15.TB-Mar_15_patch_2_0.jpg",KEEP
"processed_data\val\A2\A2.24.Asi-ana_23_patch_1_4.jpg",KEEP
"processed_data\val\B1\B1.05.Uni-Med_21_patch_1_2.jpg",KEEP
"processed_data/train/B1/B1.02.TDN-Sch_101_patch_0_0.jpg",KEEP
"processed_data\train\A1\A1.17.Sai-Uni_66_patch_1_5.jpg",KEEP
"processed_data\train\A1\A1.12.Chi-Hou_84_patch_3_0.jpg",KEEP
"processed_data\train\A1\A1.13.Pas-Ins_154_patch_0_0.jpg",KEEP
"processed_data/train/A1/DSC02098_patch_3_3.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_270_patch_1_0.jpg",KEEP
"processed_data\train\A2\A2.06.VCB-Tow_22_patch_3_4.jpg",KEEP
"processed_data/test/A1/A1.29.Lab-Cul_28_patch_1_5.jpg",KEEP
"processed_data\train\B1\B1.22.SA-Offi_51_patch_3_0.jpg",KEEP
"processed_data\train\B2\DSC03218_patch_0_2.jpg",KEEP
"processed_data\train\A1\A1.26.Tan-Din_41_patch_2_5.jpg",KEEP
"processed_data/test/B2/DSC02214_patch_2_5.jpg",KEEP
"processed_data/train/B1/B1.04.UAH-Uni_152_patch_2_5.jpg",KEEP
"processed_data\train\A1\A1.41.Sto-Exc_32_patch_1_1.jpg",KEEP
"processed_data\train\A2\A2.06.VCB-Tow_41_patch_2_0.jpg",KEEP
"processed_data\train\B1\B1.18.GD-Hos_50_patch_0_3.jpg",KEEP
"processed_data\train\B1\B1.18.GD-Hos_17_patch_0_5.jpg",KEEP
"processed_data\val\A1\A1.11.LQD-Sch_10_patch_3_3.jpg",KEEP
"processed_data\train\A1\A1.13.Pas-Ins_03_patch_2_3.jpg",KEEP
"processed_data\train\A1\A1.13.Pas-Ins_125_patch_1_3.jpg",KEEP
"processed_data\test\B1\B1.27.HB-The_13_patch_1_3.jpg",KEEP
"processed_data\train\A1\A1.26.Tan-Din_138_patch_2_2.jpg",KEEP
"processed_data/train/A2/A2.11.Sai-Uni_22_patch_3_2.jpg",KEEP
"processed_data\train\A1\A1.43.Sta-Tre_37_patch_2_3.jpg",KEEP
"processed_data\train\A1\A1.12.Chi-Hou_114_patch_2_4.jpg",KEEP
"processed_data\train\A1\A1.07.Hot-Con_48_patch_3_1.jpg",KEEP
"processed_data\train\A1\A1.07.Hot-Con_22_patch_1_1.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_194_patch_3_4.jpg",KEEP
"processed_data\train\A1\A1.16.LHP-Sch_02_patch_2_2.jpg",KEEP
"processed_data\train\A2\A2.06.VCB-Tow_21_patch_3_5.jpg",KEEP
"processed_data\train\B1\B1.24.Rex-Hot_05_patch_2_3.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_174_patch_3_3.jpg",KEEP
"processed_data\test\B2\DSC07453_patch_2_2.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_261_patch_1_5.jpg",KEEP
"processed_data\val\A1\A1.23.Tru-Vuo_06_patch_1_5.jpg",KEEP
"processed_data\train\A1\A1.27.Tu-Du_28_patch_3_0.jpg",KEEP
"processed_data\test\B1\B1.13.VOH-Rad_33_patch_1_1.jpg",KEEP
"processed_data\train\A2\A2.26.Sou-Mil_12_patch_3_4.jpg",KEEP
"processed_data\train\A1\A1.13.Pas-Ins_119_patch_2_1.jpg",KEEP
"processed_data/train/A2/A2.23.VCB-TSN_29_patch_0_2.jpg",KEEP
"processed_data\val\A1\A1.11.LQD-Sch_27_patch_1_3.jpg",KEEP
"processed_data\train\A1\A1.25.Gra-Sai_10_patch_0_0.jpg",KEEP
"processed_data\train\A1\A1.25.Gra-Sai_21_patch_3_3.jpg",KEEP
"processed_data\train\A1\A1.43.Sta-Tre_10_patch_0_0.jpg",KEEP
"processed_data\val\B1\B1.03.Gen-Lib_132_patch_1_5.jpg",KEEP
"processed_data\val\A1\A1.37.Uni-SSH_45_patch_0_5.jpg",KEEP
"processed_data\train\A1\A1.25.Gra-Sai_19_patch_1_2.jpg",KEEP
"processed_data/test/A1/A1.15.VTT-Sch_08_patch_3_5.jpg",KEEP
"processed_data\train\B1\DSC04978_patch_2_0.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_350_patch_2_1.jpg",KEEP
"processed_data/train/B1/B1.04.UAH-Uni_261_patch_3_5.jpg",KEEP
"processed_data\train\B1\B1.29.VNPT-Bui_76_patch_0_2.jpg",KEEP
"processed_data\train\B1\B1.22.SA-Offi_11_patch_2_1.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_28_patch_3_2.jpg",KEEP
"processed_data\train\A1\A1.12.Chi-Hou_71_patch_3_3.jpg",KEEP
"processed_data\train\A1\A1.01.Peo-com_30_patch_1_5.jpg",KEEP
"processed_data\train\A1\A1.13.Pas-Ins_29_patch_3_2.jpg",KEEP
"processed_data\val\A1\A1.03.Ope-Hou_37_patch_3_4.jpg",KEEP
"processed_data/test/A1/A1.08.MCH-Sch_09_patch_2_5.jpg",KEEP
"processed_data/train/B1/B1.02.TDN-Sch_76_patch_2_2.jpg",KEEP
"processed_data/test/B2/DSC02158_patch_1_2.jpg",KEEP
"processed_data\train\A1\A1.41.Sto-Exc_29_patch_0_1.jpg",KEEP
"processed_data\train\A2\A2.09.Sai-Tra_13_patch_3_2.jpg",KEEP
"processed_data\train\A1\A1.27.Tu-Du_41_patch_2_3.jpg",KEEP
"processed_data\train\B1\DSC04871_patch_0_0.jpg",KEEP
"processed_data\val\A1\A1.03.Ope-Hou_49_patch_0_0.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_185_patch_0_2.jpg",KEEP
"processed_data\train\A1\A1.14.Chi-Hos2_29_patch_1_4.jpg",KEEP
"processed_data\train\A1\A1.02.Peo-Cou_89_patch_2_5.jpg",KEEP
"processed_data\test\A2\A2.12.Uni-Edu_05_patch_0_5.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_189_patch_0_2.jpg",KEEP
"processed_data\train\B1\B1.20.PSA-Bui_15_patch_0_1.jpg",KEEP
"processed_data/train/B2/B2.11.Mil-Zon7_15_patch_0_5.jpg",KEEP
"processed_data\val\B1\B1.11.TNS-Cen_17_patch_0_0.jpg",KEEP
"processed_data\train\A1\A1.14.Chi-Hos2_117_patch_1_0.jpg",KEEP
"processed_data\train\A1\A1.25.Gra-Sai_79_patch_1_3.jpg",KEEP
"processed_data/train/B1/B1.02.TDN-Sch_99_patch_3_1.jpg",KEEP
"processed_data\train\B1\B1.18.GD-Hos_23_patch_3_4.jpg",KEEP
"processed_data\test\B2\DSC07470_patch_1_2.jpg",KEEP
"processed_data\train\B1\B1.24.Rex-Hot_15_patch_1_0.jpg",KEEP
"processed_data\train\A1\A1.07.Hot-Con_54_patch_0_3.jpg",KEEP
"processed_data/train/A2/A2.01.Uni-Squa_06_patch_2_0.jpg",KEEP
"processed_data\train\A1\A1.13.Pas-Ins_80_patch_0_2.jpg",KEEP
"processed_data\train\B1\B1.29.VNPT-Bui_82_patch_3_2.jpg",KEEP
"processed_data\train\A1\A1.06.TDN-Sch_144_patch_1_0.jpg",KEEP
"processed_data\train\B1\DSC02286_patch_1_3.jpg",KEEP
"processed_data\val\A1\A1.19.TuD-DiB_45_patch_1_0.jpg",KEEP
"processed_data\train\A1\A1.17.Sai-Uni_02_patch_2_5.jpg",KEEP
