processed_path,new_action
"processed_data\test\B2\DSC07534_patch_2_4.jpg",FILTER
"processed_data\train\A1\A1.06.TDN-Sch_75_patch_3_3.jpg",FILTER
"processed_data\train\B1\DSC04853_patch_3_1.jpg",FILTER
"processed_data\test\B2\B2.01.Sai-Cen_17_patch_1_2.jpg",FILTER
"processed_data\train\A1\A1.32.Sec-Adm_12_patch_0_5.jpg",FILTER
"processed_data\train\B1\B1.20.PSA-Bui_88_patch_3_5.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_24_patch_2_2.jpg",FILTER
"processed_data/train/B1/B1.10.Tur-Lak_63_patch_1_0.jpg",FILTER
"processed_data/train/A2/A2.14.LBM-Tow_21_patch_0_0.jpg",FILTER
"processed_data/test/B2/DSC02099_patch_1_1.jpg",FILTER
"processed_data\val\B2\DSC07106_patch_0_4.jpg",FILTER
"processed_data\train\B1\DSC00153_patch_0_5.jpg",FILTER
"processed_data\train\A1\A1.14.Chi-Hos2_99_patch_3_2.jpg",FILTER
"processed_data\val\A1\A1.24.Indo-Ban_108_patch_3_2.jpg",FILTER
"processed_data/train/B2/B2.09.Tha-Da_61_patch_3_2.jpg",FILTER
"processed_data\train\A1\A1.09.Eye-Hos_50_patch_0_3.jpg",FILTER
"processed_data\train\A1\A1.30.Pol-Mas_11_patch_1_5.jpg",FILTER
"processed_data/train/A2/A2.20.Metr-pol_40_patch_1_5.jpg",FILTER
"processed_data\train\B2\DSC03379_patch_1_2.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_200_patch_1_3.jpg",FILTER
"processed_data\train\A1\A1.17.Sai-Uni_79_patch_2_1.jpg",FILTER
"processed_data\train\B1\B1.20.PSA-Bui_50_patch_3_2.jpg",FILTER
"processed_data\train\A1\A1.13.Pas-Ins_123_patch_2_5.jpg",FILTER
"processed_data\test\A2\A2.17.Dia-Pla_04_patch_1_1.jpg",FILTER
"processed_data/train/B1/B1.06.Geo-Mus_135_patch_3_0.jpg",FILTER
"processed_data/train/B2/B2.09.Tha-Da_37_patch_1_3.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_241_patch_3_1.jpg",FILTER
"processed_data\train\A1\A1.14.Chi-Hos2_82_patch_2_4.jpg",FILTER
"processed_data/test/A1/A1.21.Rai-Bui_23_patch_3_0.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_374_patch_2_2.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_265_patch_3_4.jpg",FILTER
"processed_data\train\B1\B1.20.PSA-Bui_73_patch_0_4.jpg",FILTER
"processed_data\train\A1\A1.07.Hot-Con_66_patch_3_0.jpg",FILTER
"processed_data\val\B1\B1.03.Gen-Lib_189_patch_3_2.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_165_patch_2_4.jpg",FILTER
"processed_data\train\A1\A1.13.Pas-Ins_30_patch_2_5.jpg",FILTER
"processed_data\train\B1\B1.18.GD-Hos_37_patch_2_5.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_220_patch_0_0.jpg",FILTER
"processed_data\train\B1\DSC04688_patch_0_0.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_219_patch_3_2.jpg",FILTER
