processed_path,new_action
"processed_data/train/A2/DSC01982_patch_2_4.jpg",KEEP
"processed_data/test/A1/A1.29.Lab-Cul_11_patch_2_2.jpg",KEEP
"processed_data\train\A1\A1.12.Chi-Hou_55_patch_1_2.jpg",KEEP
"processed_data\val\A1\A1.23.Tru-Vuo_85_patch_3_4.jpg",KEEP
"processed_data/train/B1/B1.04.UAH-Uni_105_patch_0_2.jpg",KEEP
"processed_data\train\A1\A1.07.Hot-Con_55_patch_1_5.jpg",KEEP
"processed_data\train\A1\A1.25.Gra-Sai_73_patch_0_5.jpg",KEEP
"processed_data\train\A1\A1.27.Tu-Du_37_patch_3_5.jpg",KEEP
"processed_data\train\B1\B1.07.Tho-Nha_172_patch_2_3.jpg",KEEP
"processed_data/train/B1/B1.04.UAH-Uni_313_patch_1_0.jpg",KEEP
"processed_data/train/B1/B1.04.UAH-Uni_336_patch_3_2.jpg",KEEP
"processed_data/train/B1/B1.04.UAH-Uni_183_patch_1_5.jpg",KEEP
"processed_data\train\A1\A1.41.Sto-Exc_02_patch_0_0.jpg",KEEP
"processed_data\train\A2\A2.13.Kei-Uni_12_patch_1_0.jpg",KEEP
"processed_data\train\B2\DSC03321_patch_0_2.jpg",KEEP
"processed_data/train/B1/B1.04.UAH-Uni_405_patch_3_3.jpg",KEEP
"processed_data\val\B1\B1.03.Gen-Lib_92_patch_0_1.jpg",KEEP
"processed_data\train\A1\A1.25.Gra-Sai_32_patch_0_3.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_15_patch_2_1.jpg",KEEP
"processed_data/train/A2/A2.01.Uni-Squa_35_patch_0_0.jpg",KEEP
"processed_data\train\A1\A1.02.Peo-Cou_33_patch_1_2.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_36_patch_1_5.jpg",KEEP
"processed_data\train\A1\A1.14.Chi-Hos2_102_patch_1_5.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_349_patch_3_0.jpg",KEEP
"processed_data\train\B1\DSC04707_patch_3_0.jpg",KEEP
