processed_path,new_action
"processed_data/train/B1/B1.14.VAR-Bui_33_patch_1_1.jpg",KEEP
"processed_data\train\A1\A1.36.St-Paul_90_patch_1_3.jpg",KEEP
"processed_data\val\B1\B1.15.TB-Mar_34_patch_0_5.jpg",KEEP
"processed_data/train/B1/B1.04.UAH-Uni_28_patch_1_2.jpg",KEEP
"processed_data/train/B1/B1.26.MEK-CPF_40_patch_1_5.jpg",KEEP
"processed_data/train/B1/B1.04.UAH-Uni_240_patch_1_3.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_297_patch_1_2.jpg",KEEP
"processed_data\train\A1\A1.01.Peo-com_167_patch_1_2.jpg",KEEP
"processed_data/train/A2/A2.15.New-Wor_17_patch_1_1.jpg",KEEP
"processed_data/train/A2/A2.01.Uni-Squa_98_patch_3_4.jpg",KEEP
"processed_data\test\B1\B1.13.VOH-Rad_76_patch_1_0.jpg",KEEP
"processed_data\train\A1\A1.25.Gra-Sai_14_patch_1_0.jpg",KEEP
"processed_data\val\A1\A1.03.Ope-Hou_65_patch_0_3.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_103_patch_3_2.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_38_patch_2_3.jpg",KEEP
"processed_data\train\A1\A1.09.Eye-Hos_37_patch_1_2.jpg",KEEP
"processed_data/train/B1/B1.12.SEA-Bui_23_patch_3_3.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_245_patch_1_0.jpg",KEEP
"processed_data\train\A1\A1.25.Gra-Sai_93_patch_2_3.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_64_patch_1_5.jpg",KEEP
"processed_data\train\B1\DSC04984_patch_3_4.jpg",KEEP
"processed_data\train\B1\B1.18.GD-Hos_61_patch_0_2.jpg",KEEP
"processed_data\val\B1\B1.05.Uni-Med_166_patch_1_1.jpg",KEEP
"processed_data\val\B1\B1.05.Uni-Med_146_patch_2_0.jpg",KEEP
"processed_data/train/B1/B1.14.VAR-Bui_63_patch_3_0.jpg",KEEP
"processed_data/train/B1/B1.04.UAH-Uni_72_patch_1_2.jpg",KEEP
"processed_data\train\B2\DSC03384_patch_2_4.jpg",KEEP
"processed_data/train/A2/A2.19.La-Vela_18_patch_3_3.jpg",KEEP
"processed_data\train\B1\B1.29.VNPT-Bui_112_patch_1_5.jpg",KEEP
"processed_data\train\A1\A1.13.Pas-Ins_159_patch_1_3.jpg",KEEP
"processed_data\train\B2\DSC03451_patch_1_5.jpg",KEEP
"processed_data\train\A1\A1.17.Sai-Uni_62_patch_2_1.jpg",KEEP
"processed_data\train\B1\B1.23.Offi-Gov_19_patch_0_1.jpg",KEEP
"processed_data\train\A1\A1.42.BIDV-Bui_20_patch_3_3.jpg",KEEP
"processed_data/train/B1/B1.04.UAH-Uni_129_patch_3_2.jpg",KEEP
"processed_data\train\B2\DSC03402_patch_1_3.jpg",KEEP
"processed_data\train\A1\A1.16.LHP-Sch_61_patch_2_0.jpg",KEEP
