processed_path,new_action
"processed_data\train\A1\A1.06.TDN-Sch_82_patch_3_2.jpg",FILTER
"processed_data\val\B1\B1.03.Gen-Lib_173_patch_2_0.jpg",FILTER
"processed_data\train\B2\DSC03378_patch_1_0.jpg",FILTER
"processed_data\train\B1\B1.20.PSA-Bui_25_patch_0_2.jpg",FILTER
"processed_data/test/B2/DSC02100_patch_2_2.jpg",FILTER
"processed_data\train\A1\A1.13.Pas-Ins_21_patch_1_5.jpg",FILTER
"processed_data/train/A2/A2.22.Mai-Hou_07_patch_2_4.jpg",FILTER
"processed_data\train\A1\A1.02.Peo-Cou_17_patch_1_5.jpg",FILTER
"processed_data\train\B1\B1.22.SA-Offi_91_patch_3_1.jpg",FILTER
"processed_data/train/A2/A2.20.Metr-pol_32_patch_0_0.jpg",FILTER
"processed_data\train\A1\A1.13.Pas-Ins_44_patch_3_0.jpg",FILTER
"processed_data\train\A2\A2.06.VCB-Tow_32_patch_3_1.jpg",FILTER
"processed_data\val\B1\B1.11.TNS-Cen_21_patch_3_0.jpg",FILTER
"processed_data\val\A1\A1.03.Ope-Hou_223_patch_2_0.jpg",FILTER
"processed_data\val\A1\A1.24.Indo-Ban_87_patch_1_1.jpg",FILTER
"processed_data\val\B1\B1.05.Uni-Med_75_patch_3_4.jpg",FILTER
"processed_data/train/A2/A2.15.New-Wor_46_patch_1_5.jpg",FILTER
"processed_data\train\B1\B1.22.SA-Offi_79_patch_3_2.jpg",FILTER
"processed_data\train\A1\A1.06.TDN-Sch_23_patch_1_0.jpg",FILTER
"processed_data\train\A1\A1.32.Sec-Adm_02_patch_3_3.jpg",FILTER
"processed_data/train/A1/A1.31.Cul-Com_02_patch_3_1.jpg",FILTER
"processed_data\train\A1\A1.28.Cam-Mus_56_patch_3_1.jpg",FILTER
"processed_data\train\A2\A2.05.Pub-Ser_10_patch_2_0.jpg",FILTER
"processed_data\val\B1\B1.15.TB-Mar_10_patch_2_0.jpg",FILTER
"processed_data\train\B2\DSC03291_patch_0_3.jpg",FILTER
"processed_data\train\A1\A1.28.Cam-Mus_01_patch_0_2.jpg",FILTER
"processed_data/train/A1/DSC02057_patch_1_0.jpg",FILTER
"processed_data\train\B1\B1.18.GD-Hos_36_patch_2_2.jpg",FILTER
"processed_data\train\A1\A1.30.Pol-Mas_25_patch_1_1.jpg",FILTER
"processed_data\train\A1\A1.25.Gra-Sai_26_patch_3_2.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_253_patch_0_5.jpg",FILTER
"processed_data\test\B1\B1.19.Apar-Bui_67_patch_0_4.jpg",FILTER
"processed_data/train/B1/B1.26.MEK-CPF_31_patch_1_0.jpg",FILTER
"processed_data\train\B1\B1.07.Tho-Nha_126_patch_2_3.jpg",FILTER
"processed_data\val\B1\B1.03.Gen-Lib_123_patch_0_4.jpg",FILTER
"processed_data/train/B1/B1.12.SEA-Bui_07_patch_1_2.jpg",FILTER
"processed_data\train\B1\B1.29.VNPT-Bui_158_patch_2_0.jpg",FILTER
"processed_data\train\B1\B1.29.VNPT-Bui_45_patch_3_5.jpg",FILTER
"processed_data\test\B2\DSC07460_patch_1_3.jpg",FILTER
"processed_data\val\A2\A2.04.Pub-Def_15_patch_0_3.jpg",FILTER
"processed_data\train\B2\DSC03395_patch_2_1.jpg",FILTER
"processed_data\val\A1\A1.37.Uni-SSH_20_patch_2_0.jpg",FILTER
"processed_data\train\A1\A1.07.Hot-Con_44_patch_0_5.jpg",FILTER
"processed_data\val\A1\A1.24.Indo-Ban_278_patch_2_3.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_197_patch_3_3.jpg",FILTER
"processed_data\train\B1\DSC04627_patch_1_1.jpg",FILTER
"processed_data\val\A2\A2.10.Cit-Vie_08_patch_2_5.jpg",FILTER
"processed_data\val\A1\A1.24.Indo-Ban_351_patch_3_0.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_392_patch_1_3.jpg",FILTER
"processed_data/train/B1/B1.26.MEK-CPF_52_patch_0_1.jpg",FILTER
"processed_data\train\B1\B1.22.SA-Offi_124_patch_1_0.jpg",FILTER
"processed_data\test\B2\DSC07509_patch_1_0.jpg",FILTER
"processed_data\train\B2\DSC03327_patch_1_5.jpg",FILTER
"processed_data/test/A1/A1.08.MCH-Sch_10_patch_2_4.jpg",FILTER
"processed_data\train\A1\A1.02.Peo-Cou_05_patch_3_2.jpg",FILTER
"processed_data\val\B1\B1.11.TNS-Cen_27_patch_0_2.jpg",FILTER
"processed_data\test\B1\B1.27.HB-The_30_patch_3_0.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_114_patch_0_3.jpg",FILTER
"processed_data/test/A1/A1.08.MCH-Sch_02_patch_1_0.jpg",FILTER
"processed_data\train\B1\B1.18.GD-Hos_18_patch_3_3.jpg",FILTER
"processed_data/train/B2/B2.09.Tha-Da_55_patch_3_0.jpg",FILTER
"processed_data\train\B1\B1.18.GD-Hos_15_patch_2_4.jpg",FILTER
"processed_data\test\B1\B1.13.VOH-Rad_179_patch_3_1.jpg",FILTER
"processed_data\test\A2\A2.17.Dia-Pla_18_patch_0_0.jpg",FILTER
"processed_data\train\B1\B1.22.SA-Offi_97_patch_2_3.jpg",FILTER
"processed_data\train\A1\A1.06.TDN-Sch_13_patch_2_0.jpg",FILTER
"processed_data/train/A1/A1.31.Cul-Com_15_patch_1_3.jpg",FILTER
"processed_data\val\B2\DSC07108_patch_2_2.jpg",FILTER
"processed_data\train\B1\DSC04602_patch_1_4.jpg",FILTER
"processed_data\train\A2\A2.07.Mel-Poi_28_patch_0_0.jpg",FILTER
"processed_data\train\B2\DSC08540_patch_1_0.jpg",FILTER
"processed_data\train\A1\A1.22.Ben-Tha_92_patch_2_0.jpg",FILTER
"processed_data/train/B1/B1.02.TDN-Sch_80_patch_0_2.jpg",FILTER
"processed_data\test\A2\A2.17.Dia-Pla_35_patch_3_0.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_198_patch_3_3.jpg",FILTER
"processed_data\train\B2\DSC03472_patch_3_0.jpg",FILTER
"processed_data\train\A1\A1.42.BIDV-Bui_21_patch_3_5.jpg",FILTER
"processed_data\test\B2\DSC07574_patch_3_0.jpg",FILTER
"processed_data\val\B1\B1.05.Uni-Med_105_patch_3_0.jpg",FILTER
"processed_data\train\A1\A1.06.TDN-Sch_127_patch_3_2.jpg",FILTER
"processed_data/train/B1/B1.06.Geo-Mus_116_patch_3_2.jpg",FILTER
"processed_data/train/A1/DSC02034_patch_0_1.jpg",FILTER
"processed_data\train\A1\A1.13.Pas-Ins_133_patch_1_0.jpg",FILTER
"processed_data\val\A1\A1.11.LQD-Sch_36_patch_1_1.jpg",FILTER
"processed_data/train/A2/A2.11.Sai-Uni_13_patch_2_3.jpg",FILTER
"processed_data/train/B1/B1.14.VAR-Bui_66_patch_0_5.jpg",FILTER
"processed_data\val\B1\B1.03.Gen-Lib_46_patch_3_1.jpg",FILTER
"processed_data\train\A1\A1.13.Pas-Ins_73_patch_1_4.jpg",FILTER
"processed_data\train\B1\B1.22.SA-Offi_20_patch_1_5.jpg",FILTER
"processed_data\val\A1\A1.23.Tru-Vuo_31_patch_2_3.jpg",FILTER
