processed_path,new_action
"processed_data\train\A1\A1.06.TDN-Sch_98_patch_1_0.jpg",KEEP
"processed_data\train\A1\A1.26.Tan-Din_31_patch_2_3.jpg",KEEP
"processed_data\train\A1\A1.13.Pas-Ins_133_patch_0_1.jpg",KEEP
"processed_data\train\B2\DSC03416_patch_2_2.jpg",KEEP
"processed_data\train\A1\A1.36.St-Paul_65_patch_3_4.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_179_patch_1_1.jpg",KEEP
"processed_data\val\B1\B1.15.TB-Mar_33_patch_3_0.jpg",KEEP
"processed_data/train/B1/B1.04.UAH-Uni_344_patch_3_5.jpg",KEEP
"processed_data/train/A1/A1.31.Cul-Com_15_patch_2_4.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_325_patch_1_4.jpg",KEEP
"processed_data\train\A1\A1.07.Hot-Con_17_patch_3_3.jpg",KEEP
"processed_data\val\B1\B1.03.Gen-Lib_86_patch_1_1.jpg",KEEP
"processed_data\train\B2\DSC03419_patch_3_2.jpg",KEEP
"processed_data\train\A1\A1.02.Peo-Cou_72_patch_2_0.jpg",KEEP
"processed_data/test/B2/DSC02112_patch_3_2.jpg",KEEP
"processed_data\val\B1\B1.03.Gen-Lib_12_patch_0_4.jpg",KEEP
"processed_data/train/A1/DSC02097_patch_2_2.jpg",KEEP
"processed_data\train\B1\B1.18.GD-Hos_56_patch_0_0.jpg",KEEP
"processed_data\train\B2\DSC03328_patch_3_3.jpg",KEEP
"processed_data\train\B2\B2.02.Ven-BTS_07_patch_3_4.jpg",KEEP
"processed_data\train\A1\A1.06.TDN-Sch_143_patch_1_1.jpg",KEEP
"processed_data\train\A1\A1.06.TDN-Sch_137_patch_3_2.jpg",KEEP
"processed_data\val\A1\A1.23.Tru-Vuo_88_patch_0_0.jpg",KEEP
"processed_data\train\A1\A1.36.St-Paul_32_patch_3_1.jpg",KEEP
"processed_data/test/B2/DSC08855_patch_0_0.jpg",KEEP
"processed_data/test/B2/DSC02240_patch_1_2.jpg",KEEP
"processed_data\train\A1\A1.13.Pas-Ins_47_patch_1_5.jpg",KEEP
"processed_data\train\A1\A1.01.Peo-com_03_patch_2_1.jpg",KEEP
"processed_data\train\B1\B1.29.VNPT-Bui_54_patch_2_2.jpg",KEEP
"processed_data\test\A2\A2.12.Uni-Edu_18_patch_3_1.jpg",KEEP
"processed_data\train\A1\A1.12.Chi-Hou_50_patch_3_5.jpg",KEEP
"processed_data\test\B2\DSC07458_patch_2_3.jpg",KEEP
"processed_data\train\B1\B1.24.Rex-Hot_04_patch_3_0.jpg",KEEP
"processed_data\train\A2\A2.09.Sai-Tra_22_patch_1_2.jpg",KEEP
"processed_data\val\A2\A2.10.Cit-Vie_25_patch_1_4.jpg",KEEP
"processed_data/train/A1/DSC02533_patch_1_1.jpg",KEEP
"processed_data\train\A1\A1.12.Chi-Hou_57_patch_3_4.jpg",KEEP
"processed_data\train\A1\A1.28.Cam-Mus_45_patch_3_0.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_190_patch_2_3.jpg",KEEP
"processed_data\train\B1\DSC02285_patch_2_4.jpg",KEEP
"processed_data\train\A1\A1.26.Tan-Din_49_patch_2_3.jpg",KEEP
"processed_data\train\B2\DSC03213_patch_0_2.jpg",KEEP
"processed_data\train\A1\A1.26.Tan-Din_47_patch_0_4.jpg",KEEP
"processed_data/train/A2/A2.19.La-Vela_28_patch_2_2.jpg",KEEP
"processed_data\val\B1\B1.05.Uni-Med_101_patch_3_1.jpg",KEEP
"processed_data\train\B1\B1.29.VNPT-Bui_161_patch_3_2.jpg",KEEP
"processed_data\test\B2\DSC07458_patch_0_4.jpg",KEEP
"processed_data/train/B1/B1.04.UAH-Uni_101_patch_0_3.jpg",KEEP
"processed_data\train\A1\A1.25.Gra-Sai_33_patch_3_3.jpg",KEEP
"processed_data\train\B1\B1.29.VNPT-Bui_66_patch_1_5.jpg",KEEP
"processed_data/train/A2/A2.19.La-Vela_21_patch_2_4.jpg",KEEP
"processed_data/train/B1/B1.02.TDN-Sch_61_patch_1_2.jpg",KEEP
"processed_data\val\B1\B1.15.TB-Mar_37_patch_3_5.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_192_patch_0_2.jpg",KEEP
"processed_data\val\A1\A1.23.Tru-Vuo_83_patch_1_5.jpg",KEEP
"processed_data\test\A2\A2.12.Uni-Edu_39_patch_3_5.jpg",KEEP
"processed_data\train\A1\A1.13.Pas-Ins_47_patch_1_3.jpg",KEEP
"processed_data\train\B1\B1.29.VNPT-Bui_151_patch_3_0.jpg",KEEP
"processed_data\train\A1\A1.36.St-Paul_39_patch_2_1.jpg",KEEP
"processed_data/test/A1/A1.08.MCH-Sch_11_patch_0_0.jpg",KEEP
"processed_data\train\A1\A1.02.Peo-Cou_65_patch_1_1.jpg",KEEP
"processed_data\train\B1\DSC00148_patch_3_3.jpg",KEEP
"processed_data\train\A1\A1.16.LHP-Sch_07_patch_0_4.jpg",KEEP
"processed_data\train\A1\A1.17.Sai-Uni_65_patch_3_0.jpg",KEEP
"processed_data\train\A1\A1.13.Pas-Ins_160_patch_3_1.jpg",KEEP
"processed_data\train\A1\A1.12.Chi-Hou_73_patch_2_1.jpg",KEEP
"processed_data\train\A1\A1.06.TDN-Sch_163_patch_1_0.jpg",KEEP
"processed_data/train/A1/A1.31.Cul-Com_06_patch_2_5.jpg",KEEP
"processed_data\test\B1\B1.19.Apar-Bui_42_patch_1_3.jpg",KEEP
"processed_data/train/B1/B1.12.SEA-Bui_35_patch_3_4.jpg",KEEP
"processed_data\train\B2\DSC08688_patch_1_1.jpg",KEEP
"processed_data\train\B1\B1.29.VNPT-Bui_28_patch_1_4.jpg",KEEP
"processed_data\train\A2\A2.25.Lux-Pal_13_patch_1_3.jpg",KEEP
"processed_data\train\A1\A1.12.Chi-Hou_135_patch_3_2.jpg",KEEP
"processed_data\train\A1\A1.42.BIDV-Bui_44_patch_2_3.jpg",KEEP
"processed_data\train\A1\A1.12.Chi-Hou_22_patch_1_2.jpg",KEEP
"processed_data\train\B2\DSC03171_patch_0_4.jpg",KEEP
"processed_data\train\B1\B1.29.VNPT-Bui_36_patch_2_2.jpg",KEEP
"processed_data\train\A1\A1.13.Pas-Ins_03_patch_1_2.jpg",KEEP
"processed_data\train\B1\DSC02255_patch_1_2.jpg",KEEP
"processed_data\train\A1\A1.06.TDN-Sch_121_patch_1_3.jpg",KEEP
"processed_data\train\A1\A1.14.Chi-Hos2_105_patch_1_3.jpg",KEEP
"processed_data\train\B2\DSC03172_patch_0_4.jpg",KEEP
"processed_data\test\B1\B1.19.Apar-Bui_23_patch_2_3.jpg",KEEP
"processed_data/train/A1/DSC02557_patch_3_0.jpg",KEEP
"processed_data\train\A1\A1.01.Peo-com_109_patch_3_3.jpg",KEEP
"processed_data\train\A1\A1.09.Eye-Hos_10_patch_0_4.jpg",KEEP
"processed_data/train/B2/B2.11.Mil-Zon7_56_patch_3_2.jpg",KEEP
"processed_data/train/B1/B1.04.UAH-Uni_171_patch_3_5.jpg",KEEP
"processed_data/train/B1/B1.08.HB-Scho_45_patch_1_2.jpg",KEEP
"processed_data\train\A1\A1.09.Eye-Hos_98_patch_2_0.jpg",KEEP
"processed_data\val\B1\B1.15.TB-Mar_19_patch_1_3.jpg",KEEP
"processed_data/train/B1/B1.04.UAH-Uni_343_patch_0_5.jpg",KEEP
"processed_data\train\A1\A1.06.TDN-Sch_08_patch_0_1.jpg",KEEP
"processed_data\test\A1\A1.40.Veg-Oil_31_patch_3_3.jpg",KEEP
"processed_data\train\B1\B1.29.VNPT-Bui_117_patch_2_1.jpg",KEEP
"processed_data/train/B1/B1.04.UAH-Uni_258_patch_1_5.jpg",KEEP
"processed_data\train\A1\A1.02.Peo-Cou_91_patch_0_2.jpg",KEEP
"processed_data\train\A1\A1.01.Peo-com_119_patch_2_2.jpg",KEEP
"processed_data\val\A1\A1.03.Ope-Hou_46_patch_2_3.jpg",KEEP
"processed_data\train\A2\A2.26.Sou-Mil_15_patch_1_0.jpg",KEEP
"processed_data/train/B1/B1.26.MEK-CPF_31_patch_3_5.jpg",KEEP
"processed_data\train\A1\A1.25.Gra-Sai_81_patch_0_2.jpg",KEEP
"processed_data\train\B1\B1.22.SA-Offi_35_patch_2_4.jpg",KEEP
"processed_data\test\B2\DSC07474_patch_3_2.jpg",KEEP
"processed_data/train/B1/B1.04.UAH-Uni_250_patch_1_5.jpg",KEEP
"processed_data/test/B2/DSC02182_patch_0_4.jpg",KEEP
"processed_data\train\A1\A1.33.Sou-Wom_76_patch_0_1.jpg",KEEP
"processed_data\train\A1\A1.36.St-Paul_09_patch_1_4.jpg",KEEP
"processed_data\test\B1\B1.19.Apar-Bui_34_patch_0_2.jpg",KEEP
"processed_data/test/B2/DSC02138_patch_0_5.jpg",KEEP
"processed_data\train\B1\B1.29.VNPT-Bui_03_patch_1_0.jpg",KEEP
"processed_data\val\A1\A1.03.Ope-Hou_167_patch_1_1.jpg",KEEP
"processed_data\val\A2\A2.24.Asi-ana_11_patch_0_4.jpg",KEEP
"processed_data/train/A2/DSC01966_patch_1_2.jpg",KEEP
"processed_data/train/A1/A1.31.Cul-Com_35_patch_1_3.jpg",KEEP
"processed_data/test/A1/A1.15.VTT-Sch_02_patch_0_5.jpg",KEEP
"processed_data\train\A1\A1.12.Chi-Hou_141_patch_3_0.jpg",KEEP
"processed_data\train\A1\A1.12.Chi-Hou_78_patch_2_2.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_282_patch_3_2.jpg",KEEP
"processed_data/train/B1/B1.04.UAH-Uni_329_patch_1_0.jpg",KEEP
"processed_data\val\B1\B1.05.Uni-Med_158_patch_1_1.jpg",KEEP
"processed_data/train/B1/B1.26.MEK-CPF_43_patch_3_3.jpg",KEEP
"processed_data\train\A1\A1.27.Tu-Du_01_patch_2_3.jpg",KEEP
"processed_data\train\A1\A1.09.Eye-Hos_109_patch_2_2.jpg",KEEP
"processed_data/train/A2/A2.20.Metr-pol_06_patch_0_1.jpg",KEEP
"processed_data\train\A1\A1.17.Sai-Uni_75_patch_2_5.jpg",KEEP
"processed_data/train/A2/A2.14.LBM-Tow_16_patch_0_1.jpg",KEEP
"processed_data/train/B1/B1.04.UAH-Uni_180_patch_3_2.jpg",KEEP
"processed_data\train\B1\DSC02252_patch_2_0.jpg",KEEP
"processed_data\test\A1\A1.40.Veg-Oil_50_patch_2_0.jpg",KEEP
"processed_data\test\B1\B1.13.VOH-Rad_116_patch_1_4.jpg",KEEP
"processed_data\train\A2\A2.09.Sai-Tra_43_patch_1_1.jpg",KEEP
"processed_data\train\B2\DSC03328_patch_3_5.jpg",KEEP
"processed_data\val\A1\A1.23.Tru-Vuo_39_patch_3_2.jpg",KEEP
"processed_data/train/B1/B1.06.Geo-Mus_05_patch_0_0.jpg",KEEP
"processed_data\train\B2\DSC03495_patch_2_5.jpg",KEEP
"processed_data\train\A1\A1.28.Cam-Mus_19_patch_3_2.jpg",KEEP
"processed_data\val\A2\A2.04.Pub-Def_04_patch_0_0.jpg",KEEP
"processed_data\train\B1\B1.23.Offi-Gov_04_patch_1_3.jpg",KEEP
"processed_data/test/A1/A1.21.Rai-Bui_16_patch_0_1.jpg",KEEP
"processed_data/test/A1/A1.44.Nor-Pal_14_patch_1_0.jpg",KEEP
"processed_data\train\B1\DSC02245_patch_1_5.jpg",KEEP
"processed_data\train\B1\B1.07.Tho-Nha_182_patch_1_5.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_169_patch_3_3.jpg",KEEP
"processed_data\train\A1\A1.34.Maj-Hot_09_patch_2_0.jpg",KEEP
"processed_data\val\A1\A1.11.LQD-Sch_49_patch_1_2.jpg",KEEP
"processed_data\test\B1\DSC02213_patch_3_0.jpg",KEEP
"processed_data\train\B1\DSC04799_patch_1_2.jpg",KEEP
"processed_data/test/B2/DSC02116_patch_3_4.jpg",KEEP
"processed_data\test\A2\A2.12.Uni-Edu_30_patch_3_1.jpg",KEEP
"processed_data\train\A1\A1.12.Chi-Hou_36_patch_0_4.jpg",KEEP
"processed_data\train\A1\A1.02.Peo-Cou_77_patch_0_5.jpg",KEEP
"processed_data\train\A1\A1.28.Cam-Mus_36_patch_2_1.jpg",KEEP
"processed_data\train\A1\A1.26.Tan-Din_43_patch_1_2.jpg",KEEP
"processed_data\train\B1\DSC04701_patch_3_0.jpg",KEEP
"processed_data/train/A2/A2.19.La-Vela_26_patch_0_5.jpg",KEEP
"processed_data\train\B1\DSC04984_patch_1_0.jpg",KEEP
"processed_data\val\B1\B1.05.Uni-Med_15_patch_2_4.jpg",KEEP
"processed_data\train\B1\B1.22.SA-Offi_05_patch_2_3.jpg",KEEP
"processed_data/train/B1/B1.08.HB-Scho_15_patch_0_2.jpg",KEEP
"processed_data\val\A1\A1.19.TuD-DiB_33_patch_2_4.jpg",KEEP
"processed_data\test\A1\A1.40.Veg-Oil_01_patch_1_3.jpg",KEEP
"processed_data\train\A1\A1.01.Peo-com_155_patch_1_1.jpg",KEEP
"processed_data\train\B1\DSC04702_patch_0_5.jpg",KEEP
"processed_data/train/B1/B1.04.UAH-Uni_77_patch_0_0.jpg",KEEP
"processed_data\train\A1\A1.28.Cam-Mus_34_patch_2_2.jpg",KEEP
"processed_data/test/B2/DSC02242_patch_1_4.jpg",KEEP
"processed_data\train\A1\A1.01.Peo-com_144_patch_3_1.jpg",KEEP
"processed_data\train\A1\A1.07.Hot-Con_34_patch_1_4.jpg",KEEP
"processed_data\val\B1\B1.03.Gen-Lib_26_patch_0_2.jpg",KEEP
"processed_data/test/B2/DSC08854_patch_1_3.jpg",KEEP
