processed_path,new_action
"processed_data\train\A2\A2.09.Sai-Tra_25_patch_0_3.jpg",KEEP
"processed_data\val\B1\B1.03.Gen-Lib_144_patch_1_3.jpg",KEEP
"processed_data\train\A1\A1.36.St-Paul_45_patch_0_1.jpg",KEEP
"processed_data\val\B1\B1.03.Gen-Lib_29_patch_0_0.jpg",KEEP
"processed_data\train\B1\B1.29.VNPT-Bui_149_patch_0_5.jpg",KEEP
"processed_data\train\A1\A1.01.Peo-com_34_patch_3_4.jpg",KEEP
"processed_data\val\B1\B1.05.Uni-Med_81_patch_2_5.jpg",KEEP
"processed_data\val\A2\A2.24.Asi-ana_27_patch_2_0.jpg",KEEP
"processed_data\test\A2\A2.21.Cons-Mus_04_patch_2_1.jpg",KEEP
"processed_data\train\A1\A1.01.Peo-com_127_patch_1_2.jpg",KEEP
"processed_data\train\A1\A1.28.Cam-Mus_44_patch_2_0.jpg",KEEP
"processed_data/train/B1/B1.26.MEK-CPF_26_patch_2_0.jpg",KEEP
"processed_data\train\A1\A1.01.Peo-com_169_patch_0_3.jpg",KEEP
"processed_data\train\A1\A1.12.Chi-Hou_146_patch_3_1.jpg",KEEP
"processed_data\train\A1\A1.33.Sou-Wom_22_patch_0_2.jpg",KEEP
"processed_data\train\B1\DSC05002_patch_3_0.jpg",KEEP
"processed_data\train\B1\DSC02291_patch_3_3.jpg",KEEP
"processed_data\val\A2\A2.24.Asi-ana_17_patch_3_5.jpg",KEEP
"processed_data\val\B1\B1.05.Uni-Med_61_patch_1_3.jpg",KEEP
"processed_data\train\B1\DSC04628_patch_2_1.jpg",KEEP
"processed_data\val\A1\A1.03.Ope-Hou_178_patch_2_5.jpg",KEEP
"processed_data\train\B2\DSC04212_patch_2_0.jpg",KEEP
"processed_data/test/A1/A1.15.VTT-Sch_08_patch_1_5.jpg",KEEP
"processed_data\train\A2\A2.25.Lux-Pal_21_patch_2_4.jpg",KEEP
"processed_data/test/A1/A1.08.MCH-Sch_11_patch_0_4.jpg",KEEP
"processed_data/train/B1/B1.04.UAH-Uni_400_patch_1_3.jpg",KEEP
"processed_data/train/A2/A2.19.La-Vela_05_patch_0_5.jpg",KEEP
"processed_data\val\A1\A1.23.Tru-Vuo_59_patch_3_5.jpg",KEEP
"processed_data\train\B1\B1.22.SA-Offi_96_patch_3_2.jpg",KEEP
"processed_data\train\A1\A1.20.Peo-Com_08_patch_1_5.jpg",KEEP
"processed_data/train/B1/B1.02.TDN-Sch_39_patch_2_2.jpg",KEEP
"processed_data\test\A2\A2.21.Cons-Mus_41_patch_1_0.jpg",KEEP
"processed_data\val\A1\A1.37.Uni-SSH_39_patch_1_4.jpg",KEEP
"processed_data/test/B2/DSC02254_patch_0_1.jpg",KEEP
"processed_data\train\A1\A1.41.Sto-Exc_15_patch_0_5.jpg",KEEP
"processed_data\val\B2\DSC07123_patch_2_3.jpg",KEEP
"processed_data\train\B1\B1.28.VB-Bui_02_patch_1_0.jpg",KEEP
"processed_data\train\B1\B1.29.VNPT-Bui_113_patch_0_1.jpg",KEEP
"processed_data\val\A1\A1.24.Indo-Ban_217_patch_1_2.jpg",KEEP
"processed_data\val\B1\B1.03.Gen-Lib_16_patch_1_1.jpg",KEEP
"processed_data/test/A1/A1.21.Rai-Bui_27_patch_2_4.jpg",KEEP
"processed_data\train\B2\DSC03234_patch_3_4.jpg",KEEP
"processed_data\train\B1\DSC04627_patch_3_4.jpg",KEEP
"processed_data\test\B1\DSC02170_patch_3_4.jpg",KEEP
