processed_path,new_action
"processed_data\train\A1\A1.25.Gra-Sai_36_patch_3_4.jpg",FILTER
"processed_data\val\A1\A1.24.Indo-Ban_148_patch_3_1.jpg",FILTER
"processed_data\train\B1\B1.20.PSA-Bui_79_patch_1_5.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_21_patch_3_4.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_373_patch_3_2.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_262_patch_1_2.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_62_patch_1_3.jpg",FILTER
"processed_data\train\A1\A1.06.TDN-Sch_34_patch_2_0.jpg",FILTER
"processed_data/train/B1/B1.02.TDN-Sch_59_patch_3_5.jpg",FILTER
"processed_data/train/B1/B1.09.TD-Hos_18_patch_1_2.jpg",FILTER
"processed_data\train\B1\B1.07.Tho-Nha_125_patch_2_0.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_281_patch_2_3.jpg",FILTER
"processed_data/train/B1/B1.26.MEK-CPF_53_patch_0_0.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_180_patch_1_0.jpg",FILTER
"processed_data\train\A1\A1.01.Peo-com_60_patch_3_4.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_195_patch_2_1.jpg",FILTER
"processed_data\train\A1\A1.06.TDN-Sch_26_patch_2_0.jpg",FILTER
"processed_data\train\A1\A1.09.Eye-Hos_04_patch_2_4.jpg",FILTER
"processed_data\val\A1\A1.39.Oil-Buid_49_patch_3_2.jpg",FILTER
"processed_data\val\B1\B1.03.Gen-Lib_58_patch_2_2.jpg",FILTER
"processed_data\train\A1\A1.41.Sto-Exc_36_patch_3_1.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_44_patch_2_3.jpg",FILTER
"processed_data\val\A1\A1.24.Indo-Ban_130_patch_1_3.jpg",FILTER
"processed_data/test/B2/DSC02268_patch_2_2.jpg",FILTER
"processed_data\train\A1\A1.13.Pas-Ins_48_patch_2_0.jpg",FILTER
"processed_data/train/B1/B1.06.Geo-Mus_141_patch_0_1.jpg",FILTER
"processed_data\test\B2\DSC07500_patch_2_5.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_277_patch_2_4.jpg",FILTER
"processed_data\test\B2\B2.01.Sai-Cen_36_patch_0_3.jpg",FILTER
"processed_data\val\A1\A1.39.Oil-Buid_47_patch_3_4.jpg",FILTER
"processed_data/train/A2/A2.01.Uni-Squa_139_patch_0_1.jpg",FILTER
"processed_data/train/A1/DSC02094_patch_0_0.jpg",FILTER
"processed_data/train/B2/B2.11.Mil-Zon7_63_patch_3_1.jpg",FILTER
"processed_data\train\B1\B1.29.VNPT-Bui_169_patch_1_1.jpg",FILTER
"processed_data\train\B1\B1.07.Tho-Nha_124_patch_3_0.jpg",FILTER
"processed_data\train\A1\A1.05.Mus-His_61_patch_0_4.jpg",FILTER
"processed_data\train\A1\A1.14.Chi-Hos2_08_patch_2_1.jpg",FILTER
"processed_data/train/B1/B1.08.HB-Scho_35_patch_3_5.jpg",FILTER
"processed_data\test\B1\DSC02163_patch_3_2.jpg",FILTER
"processed_data/train/B1/B1.06.Geo-Mus_133_patch_2_0.jpg",FILTER
"processed_data\val\B1\B1.11.TNS-Cen_28_patch_3_4.jpg",FILTER
"processed_data/train/A1/DSC02509_patch_2_2.jpg",FILTER
"processed_data\train\A1\A1.33.Sou-Wom_26_patch_3_5.jpg",FILTER
"processed_data\train\B2\DSC03348_patch_3_5.jpg",FILTER
"processed_data/train/A2/A2.11.Sai-Uni_15_patch_1_1.jpg",FILTER
"processed_data\val\A1\A1.24.Indo-Ban_150_patch_2_2.jpg",FILTER
"processed_data\test\B1\B1.13.VOH-Rad_13_patch_3_0.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_201_patch_3_2.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_10_patch_1_5.jpg",FILTER
"processed_data\train\B1\B1.22.SA-Offi_106_patch_1_1.jpg",FILTER
"processed_data/test/B2/DSC02209_patch_3_2.jpg",FILTER
"processed_data\train\B2\DSC03218_patch_2_1.jpg",FILTER
"processed_data\train\A1\A1.26.Tan-Din_36_patch_3_0.jpg",FILTER
"processed_data\train\A2\A2.06.VCB-Tow_01_patch_2_3.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_39_patch_2_0.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_376_patch_2_0.jpg",FILTER
"processed_data\val\B1\B1.11.TNS-Cen_26_patch_1_5.jpg",FILTER
"processed_data\train\A1\A1.16.LHP-Sch_16_patch_3_1.jpg",FILTER
"processed_data/test/A1/A1.08.MCH-Sch_80_patch_2_5.jpg",FILTER
"processed_data\train\A1\A1.02.Peo-Cou_10_patch_1_4.jpg",FILTER
"processed_data\train\B1\DSC02290_patch_3_1.jpg",FILTER
"processed_data/train/B1/B1.14.VAR-Bui_57_patch_0_0.jpg",FILTER
"processed_data\val\B1\B1.05.Uni-Med_12_patch_1_0.jpg",FILTER
"processed_data\val\A1\A1.24.Indo-Ban_228_patch_1_1.jpg",FILTER
"processed_data\val\A1\A1.24.Indo-Ban_230_patch_2_1.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_218_patch_1_5.jpg",FILTER
"processed_data\train\A1\A1.09.Eye-Hos_115_patch_3_4.jpg",FILTER
"processed_data\test\B1\B1.27.HB-The_25_patch_0_1.jpg",FILTER
"processed_data\val\A1\A1.24.Indo-Ban_226_patch_1_2.jpg",FILTER
"processed_data\val\A1\A1.37.Uni-SSH_31_patch_1_1.jpg",FILTER
"processed_data\train\B1\DSC04966_patch_3_2.jpg",FILTER
"processed_data\train\B1\B1.24.Rex-Hot_13_patch_3_1.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_154_patch_1_1.jpg",FILTER
"processed_data\train\A1\A1.14.Chi-Hos2_12_patch_3_5.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_74_patch_1_0.jpg",FILTER
"processed_data\train\B1\B1.29.VNPT-Bui_104_patch_3_0.jpg",FILTER
"processed_data/train/A2/A2.14.LBM-Tow_04_patch_2_4.jpg",FILTER
"processed_data\test\B1\B1.13.VOH-Rad_207_patch_3_0.jpg",FILTER
"processed_data\train\B2\B2.12.SW-Mus_32_patch_1_0.jpg",FILTER
"processed_data\train\A1\A1.13.Pas-Ins_127_patch_1_5.jpg",FILTER
"processed_data\train\A1\A1.06.TDN-Sch_92_patch_0_3.jpg",FILTER
"processed_data\train\A1\A1.06.TDN-Sch_49_patch_3_2.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_264_patch_2_3.jpg",FILTER
"processed_data/test/A1/A1.08.MCH-Sch_85_patch_0_0.jpg",FILTER
"processed_data\train\B1\B1.20.PSA-Bui_76_patch_1_4.jpg",FILTER
"processed_data/train/B1/B1.09.TD-Hos_03_patch_1_1.jpg",FILTER
"processed_data\test\B2\DSC07438_patch_2_2.jpg",FILTER
"processed_data\train\B1\B1.07.Tho-Nha_144_patch_1_1.jpg",FILTER
"processed_data\val\B1\B1.05.Uni-Med_94_patch_3_4.jpg",FILTER
"processed_data\train\A1\A1.25.Gra-Sai_55_patch_2_0.jpg",FILTER
"processed_data\train\B1\B1.18.GD-Hos_69_patch_3_0.jpg",FILTER
"processed_data\train\B2\DSC03324_patch_3_1.jpg",FILTER
"processed_data\val\B1\B1.15.TB-Mar_09_patch_3_0.jpg",FILTER
"processed_data\train\B1\B1.22.SA-Offi_43_patch_1_1.jpg",FILTER
"processed_data\test\B2\DSC07566_patch_1_2.jpg",FILTER
"processed_data\val\A1\A1.11.LQD-Sch_34_patch_1_4.jpg",FILTER
"processed_data\train\B2\B2.05.SA-Offi_06_patch_3_0.jpg",FILTER
"processed_data\val\A2\A2.10.Cit-Vie_13_patch_3_3.jpg",FILTER
"processed_data\train\A1\A1.02.Peo-Cou_100_patch_0_0.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_02_patch_0_2.jpg",FILTER
"processed_data\train\A1\A1.01.Peo-com_85_patch_2_1.jpg",FILTER
"processed_data\train\B1\B1.20.PSA-Bui_19_patch_3_0.jpg",FILTER
"processed_data\train\B2\DSC03147_patch_0_4.jpg",FILTER
"processed_data\train\A1\A1.13.Pas-Ins_30_patch_2_3.jpg",FILTER
"processed_data\train\A1\A1.43.Sta-Tre_47_patch_3_0.jpg",FILTER
"processed_data\train\B1\B1.22.SA-Offi_40_patch_2_5.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_279_patch_3_4.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_295_patch_2_5.jpg",FILTER
"processed_data\val\A1\A1.24.Indo-Ban_330_patch_0_2.jpg",FILTER
"processed_data\test\B1\B1.19.Apar-Bui_08_patch_2_1.jpg",FILTER
"processed_data/train/B2/B2.09.Tha-Da_57_patch_1_3.jpg",FILTER
"processed_data\train\A1\A1.26.Tan-Din_115_patch_0_1.jpg",FILTER
"processed_data/train/B1/B1.02.TDN-Sch_06_patch_2_1.jpg",FILTER
"processed_data\train\A1\A1.01.Peo-com_20_patch_1_0.jpg",FILTER
"processed_data\val\A1\A1.39.Oil-Buid_09_patch_2_4.jpg",FILTER
"processed_data\train\B1\B1.22.SA-Offi_81_patch_2_5.jpg",FILTER
"processed_data\train\A1\A1.32.Sec-Adm_13_patch_0_3.jpg",FILTER
"processed_data\train\B1\B1.29.VNPT-Bui_47_patch_0_5.jpg",FILTER
"processed_data\train\B1\B1.20.PSA-Bui_51_patch_2_2.jpg",FILTER
"processed_data\train\A1\A1.16.LHP-Sch_31_patch_2_3.jpg",FILTER
"processed_data\val\A1\A1.24.Indo-Ban_99_patch_0_2.jpg",FILTER
"processed_data/train/A1/DSC02511_patch_0_2.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_272_patch_1_0.jpg",FILTER
"processed_data\train\B2\B2.05.SA-Offi_40_patch_0_1.jpg",FILTER
"processed_data\train\B1\B1.22.SA-Offi_114_patch_1_3.jpg",FILTER
"processed_data\test\B1\B1.13.VOH-Rad_207_patch_2_2.jpg",FILTER
"processed_data\train\B1\B1.29.VNPT-Bui_47_patch_0_2.jpg",FILTER
"processed_data\test\B1\B1.13.VOH-Rad_130_patch_1_2.jpg",FILTER
"processed_data\test\B2\DSC07442_patch_2_2.jpg",FILTER
"processed_data\train\B1\DSC04629_patch_0_1.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_395_patch_1_4.jpg",FILTER
"processed_data\train\B2\DSC03291_patch_0_5.jpg",FILTER
"processed_data\train\B1\DSC04973_patch_3_3.jpg",FILTER
"processed_data/train/A1/DSC02078_patch_2_3.jpg",FILTER
"processed_data\train\B2\DSC03216_patch_1_0.jpg",FILTER
"processed_data\train\A1\A1.36.St-Paul_79_patch_3_2.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_216_patch_1_5.jpg",FILTER
"processed_data\test\B1\B1.27.HB-The_09_patch_3_3.jpg",FILTER
"processed_data/train/A2/A2.11.Sai-Uni_17_patch_3_2.jpg",FILTER
"processed_data\val\A1\A1.39.Oil-Buid_12_patch_3_5.jpg",FILTER
"processed_data\val\B1\B1.03.Gen-Lib_170_patch_3_0.jpg",FILTER
"processed_data\test\B1\B1.13.VOH-Rad_143_patch_0_4.jpg",FILTER
"processed_data\train\A1\A1.01.Peo-com_49_patch_2_5.jpg",FILTER
"processed_data\train\B1\B1.18.GD-Hos_18_patch_1_0.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_08_patch_3_3.jpg",FILTER
"processed_data\train\B1\DSC04852_patch_2_1.jpg",FILTER
"processed_data\val\A2\A2.24.Asi-ana_04_patch_3_0.jpg",FILTER
"processed_data\train\A2\A2.06.VCB-Tow_32_patch_3_3.jpg",FILTER
"processed_data\train\A1\A1.14.Chi-Hos2_143_patch_0_3.jpg",FILTER
"processed_data\train\B1\B1.24.Rex-Hot_31_patch_2_2.jpg",FILTER
"processed_data\train\A2\A2.26.Sou-Mil_20_patch_2_3.jpg",FILTER
"processed_data\train\A1\A1.14.Chi-Hos2_102_patch_3_5.jpg",FILTER
"processed_data\train\A1\A1.02.Peo-Cou_101_patch_2_1.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_190_patch_0_5.jpg",FILTER
"processed_data/train/B2/B2.09.Tha-Da_62_patch_3_3.jpg",FILTER
"processed_data/train/B1/B1.04.UAH-Uni_202_patch_0_4.jpg",FILTER
"processed_data\test\A1\A1.40.Veg-Oil_28_patch_1_0.jpg",FILTER
"processed_data\train\B1\B1.20.PSA-Bui_13_patch_1_0.jpg",FILTER
"processed_data/train/B1/B1.02.TDN-Sch_36_patch_1_1.jpg",FILTER
"processed_data\train\A1\A1.25.Gra-Sai_42_patch_2_3.jpg",FILTER
