file_path,filename,building_id,style_label,split
raw_data/A1.01/A1.01.Peo-com_01.JPG,A1.01.Peo-com_01.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_02.JPG,A1.01.Peo-com_02.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_03.JPG,A1.01.Peo-com_03.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_04.JPG,A1.01.Peo-com_04.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_05.JPG,A1.01.Peo-com_05.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_06.JPG,A1.01.Peo-com_06.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_07.JPG,A1.01.Peo-com_07.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_08.JPG,A1.01.Peo-com_08.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_09.JPG,A1.01.Peo-com_09.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_10.JPG,A1.01.Peo-com_10.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_100.JPG,A1.01.Peo-com_100.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_101.JPG,A1.01.Peo-com_101.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_102.JPG,A1.01.Peo-com_102.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_103.JPG,A1.01.Peo-com_103.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_104.JPG,A1.01.Peo-com_104.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_105.JPG,A1.01.Peo-com_105.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_106.JPG,A1.01.Peo-com_106.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_107.JPG,A1.01.Peo-com_107.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_108.JPG,A1.01.Peo-com_108.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_109.JPG,A1.01.Peo-com_109.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_11.JPG,A1.01.Peo-com_11.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_110.JPG,A1.01.Peo-com_110.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_111.JPG,A1.01.Peo-com_111.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_112.JPG,A1.01.Peo-com_112.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_113.JPG,A1.01.Peo-com_113.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_114.JPG,A1.01.Peo-com_114.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_115.JPG,A1.01.Peo-com_115.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_116.JPG,A1.01.Peo-com_116.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_117.JPG,A1.01.Peo-com_117.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_118.JPG,A1.01.Peo-com_118.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_119.JPG,A1.01.Peo-com_119.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_12.JPG,A1.01.Peo-com_12.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_120.JPG,A1.01.Peo-com_120.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_121.JPG,A1.01.Peo-com_121.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_122.JPG,A1.01.Peo-com_122.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_123.JPG,A1.01.Peo-com_123.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_124.JPG,A1.01.Peo-com_124.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_125.JPG,A1.01.Peo-com_125.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_126.JPG,A1.01.Peo-com_126.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_127.JPG,A1.01.Peo-com_127.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_128.JPG,A1.01.Peo-com_128.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_129.JPG,A1.01.Peo-com_129.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_13.JPG,A1.01.Peo-com_13.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_130.JPG,A1.01.Peo-com_130.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_131.JPG,A1.01.Peo-com_131.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_132.JPG,A1.01.Peo-com_132.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_133.JPG,A1.01.Peo-com_133.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_134.JPG,A1.01.Peo-com_134.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_135.JPG,A1.01.Peo-com_135.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_136.JPG,A1.01.Peo-com_136.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_137.JPG,A1.01.Peo-com_137.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_138.JPG,A1.01.Peo-com_138.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_139.JPG,A1.01.Peo-com_139.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_14.JPG,A1.01.Peo-com_14.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_140.JPG,A1.01.Peo-com_140.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_141.JPG,A1.01.Peo-com_141.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_142.JPG,A1.01.Peo-com_142.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_143.JPG,A1.01.Peo-com_143.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_144.JPG,A1.01.Peo-com_144.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_145.JPG,A1.01.Peo-com_145.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_146.JPG,A1.01.Peo-com_146.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_147.JPG,A1.01.Peo-com_147.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_148.JPG,A1.01.Peo-com_148.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_149.JPG,A1.01.Peo-com_149.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_15.JPG,A1.01.Peo-com_15.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_150.JPG,A1.01.Peo-com_150.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_151.JPG,A1.01.Peo-com_151.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_152.JPG,A1.01.Peo-com_152.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_153.JPG,A1.01.Peo-com_153.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_154.JPG,A1.01.Peo-com_154.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_155.JPG,A1.01.Peo-com_155.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_156.JPG,A1.01.Peo-com_156.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_157.JPG,A1.01.Peo-com_157.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_158.JPG,A1.01.Peo-com_158.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_159.JPG,A1.01.Peo-com_159.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_16.JPG,A1.01.Peo-com_16.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_160.JPG,A1.01.Peo-com_160.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_161.JPG,A1.01.Peo-com_161.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_162.JPG,A1.01.Peo-com_162.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_163.JPG,A1.01.Peo-com_163.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_164.JPG,A1.01.Peo-com_164.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_165.JPG,A1.01.Peo-com_165.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_166.JPG,A1.01.Peo-com_166.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_167.JPG,A1.01.Peo-com_167.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_168.JPG,A1.01.Peo-com_168.JPG,A1.01,A1,train
raw_data/A1.01/A1.01.Peo-com_169.JPG,A1.01.Peo-com_169.JPG,A1.01,A1,train
